Sondeo,X,Y,prof,Vs (m/s),Z
Sds-01-P1,477482.68,2036933.28,2.51,92.601,-2.51
Sds-01-P1,477482.68,2036933.28,3.01,83.683,-3.01
Sds-01-P1,477482.68,2036933.28,3.51,99.097,-3.51
Sds-01-P1,477482.68,2036933.28,4.02,116.963,-4.02
Sds-01-P1,477482.68,2036933.28,4.51,104.715,-4.51
Sds-01-P1,477482.68,2036933.28,5.04,97.124,-5.04
Sds-01-P1,477482.68,2036933.28,5.5,97.656,-5.5
Sds-01-P1,477482.68,2036933.28,6.05,131.583,-6.05
Sds-01-P1,477482.68,2036933.28,6.53,115.743,-6.53
Sds-01-P1,477482.68,2036933.28,7.01,119.905,-7.01
Sds-01-P1,477482.68,2036933.28,7.5,127.878,-7.5
Sds-01-P1,477482.68,2036933.28,8.04,155.304,-8.04
Sds-01-P1,477482.68,2036933.28,8.52,158.253,-8.52
Sds-01-P1,477482.68,2036933.28,9.03,135.139,-9.03
Sds-01-P1,477482.68,2036933.28,9.53,128.209,-9.53
Sds-01-P1,477482.68,2036933.28,10.02,135.502,-10.02
Sds-01-P1,477482.68,2036933.28,10.55,128.209,-10.55
Sds-01-P1,477482.68,2036933.28,11.01,119.332,-11.01
Sds-01-P1,477482.68,2036933.28,11.51,127.885,-11.51
Sds-01-P1,477482.68,2036933.28,12.04,128.205,-12.04
Sds-01-P1,477482.68,2036933.28,12.55,120.483,-12.55
Sds-01-P1,477482.68,2036933.28,13.05,122.256,-13.05
Sds-01-P1,477482.68,2036933.28,13.52,138.138,-13.52
Sds-01-P1,477482.68,2036933.28,14.01,138.138,-14.01
Sds-01-P1,477482.68,2036933.28,14.49,131.934,-14.49
Sds-01-P1,477482.68,2036933.28,15.01,128.426,-15.01
Sds-01-P1,477482.68,2036933.28,15.5,124.107,-15.5
Sds-01-P1,477482.68,2036933.28,15.95,102.319,-15.95
Sds-01-P1,477482.68,2036933.28,16.51,105.731,-16.51
Sds-01-P1,477482.68,2036933.28,16.97,105.337,-16.97
Sds-01-P1,477482.68,2036933.28,17.49,109.172,-17.49
Sds-01-P1,477482.68,2036933.28,18.01,106.087,-18.01
Sds-01-P1,477482.68,2036933.28,18.49,114.165,-18.49
Sds-01-P1,477482.68,2036933.28,19.01,117.192,-19.01
Sds-01-P1,477482.68,2036933.28,19.49,154.5665,-19.49
Sds-01-P1,477482.68,2036933.28,20.01,289.104,-20.01
Sds-01-P1,477482.68,2036933.28,20.49,343.251,-20.49
Sds-01-P1,477482.68,2036933.28,21,370.391,-21
Sds-01-P1,477482.68,2036933.28,21.5,390.636,-21.5
Sds-01-P1,477482.68,2036933.28,22,382.693,-22
Sds-01-P1,477482.68,2036933.28,22.51,352.183,-22.51
Sds-01-P1,477482.68,2036933.28,23,367.647,-23
Sds-01-P1,477482.68,2036933.28,23.5,352.183,-23.5
Sds-01-P1,477482.68,2036933.28,24,380.72,-24
Sds-01-P1,477482.68,2036933.28,24.5,323.372,-24.5
Sds-01-P1,477482.68,2036933.28,24.99,268.817,-24.99
Sds-01-P1,477482.68,2036933.28,25.5,245.904,-25.5
Sds-01-P1,477482.68,2036933.28,26.02,234.384,-26.02
Sds-01-P1,477482.68,2036933.28,26.5,244.302,-26.5
Sds-01-P1,477482.68,2036933.28,27.01,234.375,-27.01
Sds-01-P1,477482.68,2036933.28,27.48,230.789,-27.48
Sds-01-P1,477482.68,2036933.28,28.01,283.023,-28.01
Sds-01-P1,477482.68,2036933.28,28.52,355.458,-28.52
Sds-01-P1,477482.68,2036933.28,28.99,341.022,-28.99
Sds-01-P1,477482.68,2036933.28,29.49,350.498,-29.49
Sds-01-P1,477482.68,2036933.28,29.99,326.309,-29.99
Sds-01-P1,477482.68,2036933.28,30.5,279.851,-30.5
Sds-01-P1,477482.68,2036933.28,31.01,271.753,-31.01
Sds-01-P1,477482.68,2036933.28,31.51,306.168,-31.51
Sds-01-P1,477482.68,2036933.28,31.98,311.209,-31.98
Sds-01-P1,477482.68,2036933.28,32.52,254.67,-32.52
Sds-01-P1,477482.68,2036933.28,33.02,254.24,-33.02
Sds-01-P1,477482.68,2036933.28,33.52,245.098,-33.52
Sds-01-P1,477482.68,2036933.28,34.02,182.704,-34.02
Sds-01-P1,477482.68,2036933.28,34.53,157.73,-34.53
Sds-01-P1,477482.68,2036933.28,35.02,155.286,-35.02
Sds-01-P1,477482.68,2036933.28,35.51,159.575,-35.51
Sds-01-P1,477482.68,2036933.28,36.02,152.13,-36.02
Sds-01-P1,477482.68,2036933.28,36.51,145.07,-36.51
Sds-01-P1,477482.68,2036933.28,37.01,150.301,-37.01
Sds-01-P1,477482.68,2036933.28,37.53,152.439,-37.53
Sds-01-P1,477482.68,2036933.28,38.03,150.605,-38.03
Sds-01-P1,477482.68,2036933.28,38.45,153.071,-38.45
Sds-01-P1,477482.68,2036933.28,39.01,174.015,-39.01
Sds-01-P1,477482.68,2036933.28,39.54,187.505,-39.54
Sds-01-P1,477482.68,2036933.28,40.02,212.466,-40.02
Sds-01-P1,477482.68,2036933.28,40.49,245.098,-40.49
Sds-01-P1,477482.68,2036933.28,41.02,267.871,-41.02
Sds-01-P1,477482.68,2036933.28,41.55,362.327,-41.55
Sds-01-P1,477482.68,2036933.28,42,345.63,-42
Sds-01-P1,477482.68,2036933.28,42.51,312.5,-42.51
Sds-01-P1,477482.68,2036933.28,42.99,289.104,-42.99
Sds-01-P1,477482.68,2036933.28,43.47,287.508,-43.47
Sds-01-P1,477482.68,2036933.28,44,297.619,-44
Sds-01-P1,477482.68,2036933.28,44.53,304.878,-44.53
Sds-01-P1,477482.68,2036933.28,45.01,303.131,-45.01
Sds-01-P1,477482.68,2036933.28,45.52,299.412,-45.52
Sds-01-P1,477482.68,2036933.28,46,305.06,-46
Sds-01-P1,477482.68,2036933.28,46.51,287.394,-46.51
Sds-01-P1,477482.68,2036933.28,47.01,299.498,-47.01
Sds-01-P1,477482.68,2036933.28,47.49,301.249,-47.49
Sds-01-P1,477482.68,2036933.28,48.01,284.128,-48.01
Sds-01-P1,477482.68,2036933.28,48.41,294.158,-48.41
Sds-01-P1,477482.68,2036933.28,49.01,299.412,-49.01
Sds-01-P1,477482.68,2036933.28,49.49,295.951,-49.49
Sds-01-P1,477482.68,2036933.28,50.01,312.94,-50.01
Sds-01-P1,477482.68,2036933.28,50.5,359.731,-50.5
Sds-01-P1,477482.68,2036933.28,51.01,347.289,-51.01
Sds-01-P1,477482.68,2036933.28,51.49,349.667,-51.49
Sds-01-P1,477482.68,2036933.28,52,347.222,-52
Sds-01-P1,477482.68,2036933.28,52.5,344.975,-52.5
Sds-01-P1,477482.68,2036933.28,53.02,352.183,-53.02
Sds-01-P1,477482.68,2036933.28,53.49,357.143,-53.49
Sds-01-P1,477482.68,2036933.28,53.98,359.731,-53.98
Sds-01-P1,477482.68,2036933.28,54.52,362.319,-54.52
Sds-01-P1,477482.68,2036933.28,54.99,347.289,-54.99
Sds-01-P1,477482.68,2036933.28,55.49,308.642,-55.49
Sds-01-P1,477482.68,2036933.28,56.01,297.661,-56.01
Sds-01-P1,477482.68,2036933.28,56.52,290.855,-56.52
Sds-01-P1,477482.68,2036933.28,56.99,308.83,-56.99
Sds-01-P1,477482.68,2036933.28,57.5,295.868,-57.5
Sds-01-P1,477482.68,2036933.28,57.98,289.027,-57.98
Sds-01-P1,477482.68,2036933.28,58.51,295.868,-58.51
Sds-01-P1,477482.68,2036933.28,59.01,297.619,-59.01
Sds-01-P1,477482.68,2036933.28,59.5,301.249,-59.5
Sds-01-P1,477482.68,2036933.28,60.03,362.624,-60.03
Sds-01-P1,477482.68,2036933.28,60.51,360.627,-60.51
Sds-01-P1,477482.68,2036933.28,60.99,373.467,-60.99
Sds-01-P1,477482.68,2036933.28,61.51,384.706,-61.51
Sds-01-P1,477482.68,2036933.28,62.02,367.727,-62.02
Sds-01-P1,477482.68,2036933.28,62.52,370.391,-62.52
Sds-01-P1,477482.68,2036933.28,62.99,359.731,-62.99
Sds-01-P1,477482.68,2036933.28,63.5,359.731,-63.5
Sds-01-P1,477482.68,2036933.28,63.99,362.395,-63.99
Sds-01-P1,477482.68,2036933.28,64.53,393.725,-64.53
Sds-01-P1,477482.68,2036933.28,65,384.706,-65
Sds-01-P1,477482.68,2036933.28,65.54,303.131,-65.54
Sds-01-P1,477482.68,2036933.28,65.99,347.826,-65.99
Sds-01-P1,477482.68,2036933.28,66.51,299.928,-66.51
Sds-01-P1,477482.68,2036933.28,67,301.249,-67
Sds-01-P1,477482.68,2036933.28,67.5,333.393,-67.5
Sds-01-P1,477482.68,2036933.28,68.01,308.83,-68.01
Sds-01-P1,477482.68,2036933.28,68.52,335.949,-68.52
Sds-01-P1,477482.68,2036933.28,69.01,367.727,-69.01
Sds-01-P1,477482.68,2036933.28,69.5,349.804,-69.5
Sds-01-P1,477482.68,2036933.28,70,347.49,-70
Sds-01-P1,477482.68,2036933.28,70.51,322.594,-70.51
Sds-01-P1,477482.68,2036933.28,71,367.727,-71
Sds-01-P1,477482.68,2036933.28,71.48,367.727,-71.48
Sds-01-P1,477482.68,2036933.28,71.98,397.727,-71.98
Sds-01-P1,477482.68,2036933.28,72.49,396.925,-72.49
Sds-01-P1,477482.68,2036933.28,72.98,370.553,-72.98
Sds-01-P1,477482.68,2036933.28,73.51,350.078,-73.51
Sds-01-P1,477482.68,2036933.28,74.01,360.178,-74.01
Sds-01-P1,477482.68,2036933.28,74.52,403.646,-74.52
Sds-01-P1,477482.68,2036933.28,75.01,416.782,-75.01
Sds-01-P1,477482.68,2036933.28,75.51,393.725,-75.51
Sds-01-P1,477482.68,2036933.28,76.03,396.925,-76.03
Sds-01-P1,477482.68,2036933.28,76.54,400.641,-76.54
Sds-01-P1,477482.68,2036933.28,77.03,413.93,-77.03
Sds-01-P1,477482.68,2036933.28,77.51,393.921,-77.51
Sds-01-P1,477482.68,2036933.28,78.03,409.946,-78.03
Sds-01-P1,477482.68,2036933.28,78.55,411.53,-78.55
Sds-01-P1,477482.68,2036933.28,79,389.394,-79
Sds-01-P1,477482.68,2036933.28,79.52,446.571,-79.52
Sds-01-P1,477482.68,2036933.28,80.01,460.918,-80.01
Sds-01-P1,477482.68,2036933.28,80.49,444.453,-80.49
Sds-01-P1,477482.68,2036933.28,81.02,420.198,-81.02
Sds-02-P1,477475,2036265.89,3.01,160.666,-3.01
Sds-02-P1,477475,2036265.89,3.51,130.769,-3.51
Sds-02-P1,477475,2036265.89,4,118.176,-4
Sds-02-P1,477475,2036265.89,4.51,136.993,-4.51
Sds-02-P1,477475,2036265.89,4.97,149.262,-4.97
Sds-02-P1,477475,2036265.89,5.51,150.612,-5.51
Sds-02-P1,477475,2036265.89,6,155.926,-6
Sds-02-P1,477475,2036265.89,6.51,176.275,-6.51
Sds-02-P1,477475,2036265.89,7.03,171.049,-7.03
Sds-02-P1,477475,2036265.89,7.51,184.149,-7.51
Sds-02-P1,477475,2036265.89,8.02,161.828,-8.02
Sds-02-P1,477475,2036265.89,8.53,145.636,-8.53
Sds-02-P1,477475,2036265.89,9.01,141.509,-9.01
Sds-02-P1,477475,2036265.89,9.51,129.983,-9.51
Sds-02-P1,477475,2036265.89,9.89,117.556,-9.89
Sds-02-P1,477475,2036265.89,10.49,132.511,-10.49
Sds-02-P1,477475,2036265.89,11.02,159.746,-11.02
Sds-02-P1,477475,2036265.89,11.48,141.376,-11.48
Sds-02-P1,477475,2036265.89,12,117.371,-12
Sds-02-P1,477475,2036265.89,12.49,111.607,-12.49
Sds-02-P1,477475,2036265.89,13.01,117.74,-13.01
Sds-02-P1,477475,2036265.89,13.5,126.481,-13.5
Sds-02-P1,477475,2036265.89,14.03,130.208,-14.03
Sds-02-P1,477475,2036265.89,14.5,135.87,-14.5
Sds-02-P1,477475,2036265.89,14.99,146.493,-14.99
Sds-02-P1,477475,2036265.89,15.49,164.836,-15.49
Sds-02-P1,477475,2036265.89,16.02,187.5,-16.02
Sds-02-P1,477475,2036265.89,16.55,177.729,-16.55
Sds-02-P1,477475,2036265.89,17.01,171.626,-17.01
Sds-02-P1,477475,2036265.89,17.49,198.151,-17.49
Sds-02-P1,477475,2036265.89,18.01,223.551,-18.01
Sds-02-P1,477475,2036265.89,18.49,206.651,-18.49
Sds-02-P1,477475,2036265.89,19.01,193.32,-19.01
Sds-02-P1,477475,2036265.89,19.51,202.459,-19.51
Sds-02-P1,477475,2036265.89,20,223.222,-20
Sds-02-P1,477475,2036265.89,20.48,200.558,-20.48
Sds-02-P1,477475,2036265.89,20.96,208.348,-20.96
Sds-02-P1,477475,2036265.89,21.51,215.524,-21.51
Sds-02-P1,477475,2036265.89,22.02,212.287,-22.02
Sds-02-P1,477475,2036265.89,22.49,214.041,-22.49
Sds-02-P1,477475,2036265.89,23.02,194.321,-23.02
Sds-02-P1,477475,2036265.89,23.5,215.524,-23.5
Sds-02-P1,477475,2036265.89,24,181.625,-24
Sds-02-P1,477475,2036265.89,24.51,215.043,-24.51
Sds-02-P1,477475,2036265.89,25,219.958,-25
Sds-02-P1,477475,2036265.89,25.46,224.042,-25.46
Sds-02-P1,477475,2036265.89,26.01,309.311,-26.01
Sds-02-P1,477475,2036265.89,26.52,348.845,-26.52
Sds-02-P1,477475,2036265.89,27.02,262.238,-27.02
Sds-02-P1,477475,2036265.89,27.5,265.021,-27.5
Sds-02-P1,477475,2036265.89,28.01,317.797,-28.01
Sds-02-P1,477475,2036265.89,28.51,296.559,-28.51
Sds-02-P1,477475,2036265.89,29.01,252.136,-29.01
Sds-02-P1,477475,2036265.89,29.51,214.928,-29.51
Sds-02-P1,477475,2036265.89,30.01,281.546,-30.01
Sds-02-P1,477475,2036265.89,30.5,246.311,-30.5
Sds-02-P1,477475,2036265.89,31,256.861,-31
Sds-02-P1,477475,2036265.89,31.51,272.24,-31.51
Sds-02-P1,477475,2036265.89,32.01,298.81,-32.01
Sds-02-P1,477475,2036265.89,32.51,265.988,-32.51
Sds-02-P1,477475,2036265.89,33.02,210.971,-33.02
Sds-02-P1,477475,2036265.89,33.5,205.493,-33.5
Sds-02-P1,477475,2036265.89,34.01,222.554,-34.01
Sds-02-P1,477475,2036265.89,34.51,224.559,-34.51
Sds-02-P1,477475,2036265.89,35,227.966,-35
Sds-02-P1,477475,2036265.89,35.5,221.894,-35.5
Sds-02-P1,477475,2036265.89,36.02,210.674,-36.02
Sds-02-P1,477475,2036265.89,36.5,203.254,-36.5
Sds-02-P1,477475,2036265.89,37.01,197.891,-37.01
Sds-02-P1,477475,2036265.89,37.51,203.81,-37.51
Sds-02-P1,477475,2036265.89,38,205.481,-38
Sds-02-P1,477475,2036265.89,38.5,210.674,-38.5
Sds-02-P1,477475,2036265.89,38.99,234.384,-38.99
Sds-02-P1,477475,2036265.89,39.5,253.378,-39.5
Sds-02-P1,477475,2036265.89,40,273.723,-40
Sds-02-P1,477475,2036265.89,40.52,284.107,-40.52
Sds-02-P1,477475,2036265.89,41.02,309.965,-41.02
Sds-02-P1,477475,2036265.89,41.48,257.808,-41.48
Sds-02-P1,477475,2036265.89,42.03,268.378,-42.03
Sds-02-P1,477475,2036265.89,42.5,280.903,-42.5
Sds-02-P1,477475,2036265.89,43.03,301.249,-43.03
Sds-02-P1,477475,2036265.89,43.49,301.21,-43.49
Sds-02-P1,477475,2036265.89,44.01,340.138,-44.01
Sds-02-P1,477475,2036265.89,44.48,349.207,-44.48
Sds-02-P1,477475,2036265.89,45,345.63,-45
Sds-02-P1,477475,2036265.89,45.52,312.522,-45.52
Sds-02-P1,477475,2036265.89,46.02,299.498,-46.02
Sds-02-P1,477475,2036265.89,46.53,339.429,-46.53
Sds-02-P1,477475,2036265.89,46.99,348.845,-46.99
Sds-02-P1,477475,2036265.89,47.52,264.098,-47.52
Sds-02-P1,477475,2036265.89,47.99,284.238,-47.99
Sds-02-P1,477475,2036265.89,48.51,313.857,-48.51
Sds-02-P1,477475,2036265.89,49.03,293.597,-49.03
Sds-02-P1,477475,2036265.89,49.53,353.381,-49.53
Sds-02-P1,477475,2036265.89,50.02,302.542,-50.02
Sds-02-P1,477475,2036265.89,50.55,250,-50.55
Sds-02-P1,477475,2036265.89,51.02,244.323,-51.02
Sds-02-P1,477475,2036265.89,51.51,259.544,-51.51
Sds-02-P1,477475,2036265.89,52.02,265.021,-52.02
Sds-02-P1,477475,2036265.89,52.56,311.337,-52.56
Sds-02-P1,477475,2036265.89,53.01,261.327,-53.01
Sds-02-P1,477475,2036265.89,53.5,286.264,-53.5
Sds-02-P1,477475,2036265.89,54.02,289.787,-54.02
Sds-02-P1,477475,2036265.89,54.51,291.316,-54.51
Sds-02-P1,477475,2036265.89,55,291.448,-55
Sds-02-P1,477475,2036265.89,55.51,242.843,-55.51
Sds-02-P1,477475,2036265.89,56.01,300.005,-56.01
Sds-02-P1,477475,2036265.89,56.51,375.038,-56.51
Sds-02-P1,477475,2036265.89,57,382.653,-57
Sds-02-P1,477475,2036265.89,57.53,367.789,-57.53
Sds-02-P1,477475,2036265.89,58.01,297.788,-58.01
Sds-02-P1,477475,2036265.89,58.48,290.698,-58.48
Sds-02-P1,477475,2036265.89,58.99,312.522,-58.99
Sds-02-P1,477475,2036265.89,59.5,310.256,-59.5
Sds-02-P1,477475,2036265.89,60.02,376.894,-60.02
Sds-02-P1,477475,2036265.89,60.52,296.447,-60.52
Sds-02-P1,477475,2036265.89,60.99,333.34,-60.99
Sds-02-P1,477475,2036265.89,61.48,344.153,-61.48
Sds-02-P1,477475,2036265.89,61.99,382.653,-61.99
Sds-02-P1,477475,2036265.89,62.49,378.788,-62.49
Sds-02-P1,477475,2036265.89,63.02,382.693,-63.02
Sds-02-P1,477475,2036265.89,63.49,419.112,-63.49
Sds-02-P1,477475,2036265.89,63.98,443.927,-63.98
Sds-02-P1,477475,2036265.89,64.47,457.385,-64.47
Sds-02-P1,477475,2036265.89,65.02,365.932,-65.02
Sds-02-P1,477475,2036265.89,65.48,297.638,-65.48
Sds-02-P1,477475,2036265.89,66.05,367.682,-66.05
Sds-02-P1,477475,2036265.89,66.51,385.607,-66.51
Sds-02-P1,477475,2036265.89,66.99,364.215,-66.99
Sds-02-P1,477475,2036265.89,67.49,369.467,-67.49
Sds-02-P1,477475,2036265.89,67.99,345.63,-67.99
Sds-02-P1,477475,2036265.89,68.51,383.012,-68.51
Sds-02-P1,477475,2036265.89,69.01,297.619,-69.01
Sds-02-P1,477475,2036265.89,69.48,290.715,-69.48
Sds-02-P1,477475,2036265.89,70,451.807,-70
Sds-02-P1,477475,2036265.89,70.5,331.962,-70.5
Sds-02-P1,477475,2036265.89,70.99,339.373,-70.99
Sds-02-P1,477475,2036265.89,71.51,374.469,-71.51
Sds-02-P1,477475,2036265.89,72.03,426.357,-72.03
Sds-02-P1,477475,2036265.89,72.55,384.626,-72.55
Sds-02-P1,477475,2036265.89,72.99,378.943,-72.99
Sds-02-P1,477475,2036265.89,73.48,347.252,-73.48
Sds-02-P1,477475,2036265.89,74.01,347.252,-74.01
Sds-02-P1,477475,2036265.89,74.48,316.507,-74.48
Sds-02-P1,477475,2036265.89,75,333.393,-75
Sds-02-P1,477475,2036265.89,75.51,303.131,-75.51
Sds-02-P1,477475,2036265.89,75.99,367.965,-75.99
Sds-02-P1,477475,2036265.89,76.49,259.593,-76.49
Sds-02-P1,477475,2036265.89,76.99,252.528,-76.99
Sds-02-P1,477475,2036265.89,77.52,285.274,-77.52
Sds-02-P1,477475,2036265.89,78.02,277.915,-78.02
Sds-02-P1,477475,2036265.89,78.52,482.375,-78.52
Sds-02-P1,477475,2036265.89,79.03,455.902,-79.03
Sds-02-P1,477475,2036265.89,79.53,358.046,-79.53
Sds-02-P1,477475,2036265.89,80,382.236,-80
Sds-02-P1,477475,2036265.89,80.51,362.353,-80.51
Sds-02-P1,477475,2036265.89,81.02,382.653,-81.02
Sds-02-P1,477475,2036265.89,81.49,352.493,-81.49
Sds-02-P1,477475,2036265.89,82.02,382.813,-82.02
Sds-02-P1,477475,2036265.89,82.53,384.706,-82.53
Sds-02-P1,477475,2036265.89,82.95,384.777,-82.95
Sds-02-P1,477475,2036265.89,83.5,394.737,-83.5
Sds-02-P1,477475,2036265.89,83.98,381.192,-83.98
Sds-03-P1,477575,2038153.75,2.49,148.815,-2.49
Sds-03-P1,477575,2038153.75,3.02,183.824,-3.02
Sds-03-P1,477575,2038153.75,3.52,232.563,-3.52
Sds-03-P1,477575,2038153.75,4.08,222.332,-4.08
Sds-03-P1,477575,2038153.75,4.48,199.206,-4.48
Sds-03-P1,477575,2038153.75,4.99,190.884,-4.99
Sds-03-P1,477575,2038153.75,5.48,165.57,-5.48
Sds-03-P1,477575,2038153.75,5.96,165.57,-5.96
Sds-03-P1,477575,2038153.75,6.5,177.305,-6.5
Sds-03-P1,477575,2038153.75,7,184.504,-7
Sds-03-P1,477575,2038153.75,7.49,189.405,-7.49
Sds-03-P1,477575,2038153.75,7.98,179.214,-7.98
Sds-03-P1,477575,2038153.75,8.51,193.81,-8.51
Sds-03-P1,477575,2038153.75,9,207.472,-9
Sds-03-P1,477575,2038153.75,9.49,218.345,-9.49
Sds-03-P1,477575,2038153.75,10.02,196.863,-10.02
Sds-03-P1,477575,2038153.75,10.49,192.353,-10.49
Sds-03-P1,477575,2038153.75,11.04,201.626,-11.04
Sds-03-P1,477575,2038153.75,11.5,204.085,-11.5
Sds-03-P1,477575,2038153.75,12,179.214,-12
Sds-03-P1,477575,2038153.75,12.52,157.233,-12.52
Sds-03-P1,477575,2038153.75,13.02,170.651,-13.02
Sds-03-P1,477575,2038153.75,13.52,196.595,-13.52
Sds-03-P1,477575,2038153.75,14.06,213.677,-14.06
Sds-03-P1,477575,2038153.75,14.45,186.802,-14.45
Sds-03-P1,477575,2038153.75,15.01,168.539,-15.01
Sds-03-P1,477575,2038153.75,15.49,188.682,-15.49
Sds-03-P1,477575,2038153.75,16.02,186.572,-16.02
Sds-03-P1,477575,2038153.75,16.49,168.561,-16.49
Sds-03-P1,477575,2038153.75,16.99,174.218,-16.99
Sds-03-P1,477575,2038153.75,17.46,191.091,-17.46
Sds-03-P1,477575,2038153.75,17.99,207.472,-17.99
Sds-03-P1,477575,2038153.75,18.46,208.92,-18.46
Sds-03-P1,477575,2038153.75,18.99,210.781,-18.99
Sds-03-P1,477575,2038153.75,19.52,217.393,-19.52
Sds-03-P1,477575,2038153.75,19.97,226.605,-19.97
Sds-03-P1,477575,2038153.75,20.46,216.14,-20.46
Sds-03-P1,477575,2038153.75,21,219.972,-21
Sds-03-P1,477575,2038153.75,21.51,192.308,-21.51
Sds-03-P1,477575,2038153.75,21.99,178.156,-21.99
Sds-03-P1,477575,2038153.75,22.53,198.952,-22.53
Sds-03-P1,477575,2038153.75,22.97,222.883,-22.97
Sds-03-P1,477575,2038153.75,23.48,227.972,-23.48
Sds-03-P1,477575,2038153.75,23.98,231.482,-23.98
Sds-03-P1,477575,2038153.75,24.51,209.504,-24.51
Sds-03-P1,477575,2038153.75,25.02,197.109,-25.02
Sds-03-P1,477575,2038153.75,25.51,203.254,-25.51
Sds-03-P1,477575,2038153.75,26.04,223.883,-26.04
Sds-03-P1,477575,2038153.75,26.51,229.36,-26.51
Sds-03-P1,477575,2038153.75,26.99,228.667,-26.99
Sds-03-P1,477575,2038153.75,27.49,224.559,-27.49
Sds-03-P1,477575,2038153.75,28.01,241.976,-28.01
Sds-03-P1,477575,2038153.75,28.5,236.226,-28.5
Sds-03-P1,477575,2038153.75,29,234.747,-29
Sds-03-P1,477575,2038153.75,29.49,234.747,-29.49
Sds-03-P1,477575,2038153.75,29.97,238.098,-29.97
Sds-03-P1,477575,2038153.75,30.47,235.131,-30.47
Sds-03-P1,477575,2038153.75,30.99,246.711,-30.99
Sds-03-P1,477575,2038153.75,31.49,248.344,-31.49
Sds-03-P1,477575,2038153.75,32,267.871,-32
Sds-03-P1,477575,2038153.75,32.5,310.002,-32.5
Sds-03-P1,477575,2038153.75,33.01,295.868,-33.01
Sds-03-P1,477575,2038153.75,33.44,294.697,-33.44
Sds-03-P1,477575,2038153.75,34,290.715,-34
Sds-03-P1,477575,2038153.75,34.49,289.614,-34.49
Sds-03-P1,477575,2038153.75,35.01,292.969,-35.01
Sds-03-P1,477575,2038153.75,35.51,289.58,-35.51
Sds-03-P1,477575,2038153.75,36.02,198.435,-36.02
Sds-03-P1,477575,2038153.75,36.54,177.126,-36.54
Sds-03-P1,477575,2038153.75,37.02,170.857,-37.02
Sds-03-P1,477575,2038153.75,37.51,217.81,-37.51
Sds-03-P1,477575,2038153.75,37.99,190.884,-37.99
Sds-03-P1,477575,2038153.75,38.5,178.998,-38.5
Sds-03-P1,477575,2038153.75,39,219.418,-39
Sds-03-P1,477575,2038153.75,39.5,215.533,-39.5
Sds-03-P1,477575,2038153.75,40,234.522,-40
Sds-03-P1,477575,2038153.75,40.51,213.691,-40.51
Sds-03-P1,477575,2038153.75,41.03,181.65,-41.03
Sds-03-P1,477575,2038153.75,41.51,220.925,-41.51
Sds-03-P1,477575,2038153.75,41.97,199.474,-41.97
Sds-03-P1,477575,2038153.75,42.49,185.876,-42.49
Sds-03-P1,477575,2038153.75,43.03,176.891,-43.03
Sds-03-P1,477575,2038153.75,43.51,228.693,-43.51
Sds-03-P1,477575,2038153.75,44.02,245.968,-44.02
Sds-03-P1,477575,2038153.75,44.49,233.829,-44.49
Sds-03-P1,477575,2038153.75,44.99,256.047,-44.99
Sds-03-P1,477575,2038153.75,45.52,280.997,-45.52
Sds-03-P1,477575,2038153.75,45.97,297.638,-45.97
Sds-03-P1,477575,2038153.75,46.51,263.239,-46.51
Sds-03-P1,477575,2038153.75,47.01,246.721,-47.01
Sds-03-P1,477575,2038153.75,47.5,280.962,-47.5
Sds-03-P1,477575,2038153.75,48,233.309,-48
Sds-03-P1,477575,2038153.75,48.51,242.327,-48.51
Sds-03-P1,477575,2038153.75,49.03,237.79,-49.03
Sds-03-P1,477575,2038153.75,49.57,263.641,-49.57
Sds-03-P1,477575,2038153.75,49.97,261.48,-49.97
Sds-03-P1,477575,2038153.75,50.49,260.467,-50.49
Sds-03-P1,477575,2038153.75,50.99,280.934,-50.99
Sds-03-P1,477575,2038153.75,51.5,263.161,-51.5
Sds-03-P1,477575,2038153.75,52,270.846,-52
Sds-03-P1,477575,2038153.75,52.49,275.75,-52.49
Sds-03-P1,477575,2038153.75,53.01,287.508,-53.01
Sds-03-P1,477575,2038153.75,53.5,279.354,-53.5
Sds-03-P1,477575,2038153.75,53.99,275.75,-53.99
Sds-03-P1,477575,2038153.75,54.49,297.661,-54.49
Sds-03-P1,477575,2038153.75,54.96,316.456,-54.96
Sds-03-P1,477575,2038153.75,55.43,293.04,-55.43
Sds-03-P1,477575,2038153.75,56,261.353,-56
Sds-03-P1,477575,2038153.75,56.49,233.702,-56.49
Sds-03-P1,477575,2038153.75,57.04,274.725,-57.04
Sds-03-P1,477575,2038153.75,57.49,265.988,-57.49
Sds-03-P1,477575,2038153.75,57.98,299.498,-57.98
Sds-03-P1,477575,2038153.75,58.49,297.171,-58.49
Sds-03-P1,477575,2038153.75,59,311.337,-59
Sds-03-P1,477575,2038153.75,59.5,297.087,-59.5
Sds-03-P1,477575,2038153.75,60.02,282.567,-60.02
Sds-03-P1,477575,2038153.75,60.49,307.398,-60.49
Sds-03-P1,477575,2038153.75,60.99,324.675,-60.99
Sds-03-P1,477575,2038153.75,61.47,297.619,-61.47
Sds-03-P1,477575,2038153.75,61.99,289.575,-61.99
Sds-03-P1,477575,2038153.75,62.49,284.193,-62.49
Sds-03-P1,477575,2038153.75,63,289.027,-63
Sds-03-P1,477575,2038153.75,63.49,339.373,-63.49
Sds-03-P1,477575,2038153.75,63.99,357.175,-63.99
Sds-03-P1,477575,2038153.75,64.48,334.848,-64.48
