Proffundidad,w,Sondeo,X,Y,Zmsn,Z
35.44,32.5,SM-23-P2,478975.93,2037540.89,2.13,-33.31
35.78,31.9,SM-23-P2,478975.93,2037540.89,2.13,-33.65
36.11,34.3,SM-23-P2,478975.93,2037540.89,2.13,-33.98
36.34,38.8,SM-23-P2,478975.93,2037540.89,2.13,-34.21
36.67,33,SM-23-P2,478975.93,2037540.89,2.13,-34.54
37.13,26.4,SM-23-P2,478975.93,2037540.89,2.13,-35
37.58,22.3,SM-23-P2,478975.93,2037540.89,2.13,-35.45
38.03,22.3,SM-23-P2,478975.93,2037540.89,2.13,-35.9
38.48,22.6,SM-23-P2,478975.93,2037540.89,2.13,-36.35
38.92,29,SM-23-P2,478975.93,2037540.89,2.13,-36.79
39.38,25.7,SM-23-P2,478975.93,2037540.89,2.13,-37.25
39.83,31.4,SM-23-P2,478975.93,2037540.89,2.13,-37.7
40.28,19.6,SM-23-P2,478975.93,2037540.89,2.13,-38.15
40.73,20.3,SM-23-P2,478975.93,2037540.89,2.13,-38.6
41.18,19.4,SM-23-P2,478975.93,2037540.89,2.13,-39.05
41.63,22,SM-23-P2,478975.93,2037540.89,2.13,-39.5
42.08,27.9,SM-23-P2,478975.93,2037540.89,2.13,-39.95
42.53,28.5,SM-23-P2,478975.93,2037540.89,2.13,-40.4
42.98,29.7,SM-23-P2,478975.93,2037540.89,2.13,-40.85
43.43,23.3,SM-23-P2,478975.93,2037540.89,2.13,-41.3
43.88,27.5,SM-23-P2,478975.93,2037540.89,2.13,-41.75
44.33,27.2,SM-23-P2,478975.93,2037540.89,2.13,-42.2
44.78,29.8,SM-23-P2,478975.93,2037540.89,2.13,-42.65
45.23,30,SM-23-P2,478975.93,2037540.89,2.13,-43.1
45.56,32.1,SM-23-P2,478975.93,2037540.89,2.13,-43.43
45.79,28.6,SM-23-P2,478975.93,2037540.89,2.13,-43.66
46.01,30.7,SM-23-P2,478975.93,2037540.89,2.13,-43.88
46.24,20.5,SM-23-P2,478975.93,2037540.89,2.13,-44.11
46.49,24.8,SM-23-P2,478975.93,2037540.89,2.13,-44.36
46.88,14.8,SM-23-P2,478975.93,2037540.89,2.13,-44.75
47.36,19.6,SM-23-P2,478975.93,2037540.89,2.13,-45.23
47.59,32.3,SM-23-P2,478975.93,2037540.89,2.13,-45.46
47.93,24.2,SM-23-P2,478975.93,2037540.89,2.13,-45.8
48.38,20.5,SM-23-P2,478975.93,2037540.89,2.13,-46.25
48.83,24.3,SM-23-P2,478975.93,2037540.89,2.13,-46.7
49.28,20.5,SM-23-P2,478975.93,2037540.89,2.13,-47.15
49.73,22.1,SM-23-P2,478975.93,2037540.89,2.13,-47.6
50.18,25.3,SM-23-P2,478975.93,2037540.89,2.13,-48.05
0.11,18.3,SM-105-P2,,,,-0.11
0.34,13.2,SM-105-P2,,,,-0.34
0.68,21.3,SM-105-P2,,,,-0.68
1.13,19,SM-105-P2,,,,-1.13
1.58,21.1,SM-105-P2,,,,-1.58
2.03,20.8,SM-105-P2,,,,-2.03
2.48,22.6,SM-105-P2,,,,-2.48
2.93,21.5,SM-105-P2,,,,-2.93
3.38,21.8,SM-105-P2,,,,-3.38
3.71,21.9,SM-105-P2,,,,-3.71
3.94,23.9,SM-105-P2,,,,-3.94
4.28,26.7,SM-105-P2,,,,-4.28
4.72,18.7,SM-105-P2,,,,-4.72
5.18,20.8,SM-105-P2,,,,-5.18
5.63,19.1,SM-105-P2,,,,-5.63
6.07,24.6,SM-105-P2,,,,-6.07
6.53,22.7,SM-105-P2,,,,-6.53
6.98,21.2,SM-105-P2,,,,-6.98
7.43,24.7,SM-105-P2,,,,-7.43
7.88,21.4,SM-105-P2,,,,-7.88
8.32,24.3,SM-105-P2,,,,-8.32
8.78,22.4,SM-105-P2,,,,-8.78
9.23,19.5,SM-105-P2,,,,-9.23
9.68,19.5,SM-105-P2,,,,-9.68
10.13,15.3,SM-105-P2,,,,-10.13
10.58,14.7,SM-105-P2,,,,-10.58
11.03,16,SM-105-P2,,,,-11.03
11.48,18.3,SM-105-P2,,,,-11.48
11.93,16.1,SM-105-P2,,,,-11.93
12.26,23.3,SM-105-P2,,,,-12.26
12.49,54.3,SM-105-P2,,,,-12.49
12.83,52.6,SM-105-P2,,,,-12.83
13.28,45.58,SM-105-P2,,,,-13.28
13.73,54.4,SM-105-P2,,,,-13.73
14.18,54,SM-105-P2,,,,-14.18
14.63,48.8,SM-105-P2,,,,-14.63
15.08,58.1,SM-105-P2,,,,-15.08
15.53,59,SM-105-P2,,,,-15.53
15.98,35.6,SM-105-P2,,,,-15.98
16.31,27.4,SM-105-P2,,,,-16.31
16.54,17.7,SM-105-P2,,,,-16.54
16.88,16.9,SM-105-P2,,,,-16.88
17.21,23.7,SM-105-P2,,,,-17.21
17.44,27.7,SM-105-P2,,,,-17.44
17.66,31.6,SM-105-P2,,,,-17.66
17.89,21.8,SM-105-P2,,,,-17.89
18.11,31.3,SM-105-P2,,,,-18.11
18.34,24.8,SM-105-P2,,,,-18.34
18.56,21.3,SM-105-P2,,,,-18.56
18.79,20.4,SM-105-P2,,,,-18.79
18.98,20.3,SM-105-P2,,,,-18.98
19.13,19.8,SM-105-P2,,,,-19.13
19.27,19.8,SM-105-P2,,,,-19.27
19.58,20.3,SM-105-P2,,,,-19.58
20.02,18,SM-105-P2,,,,-20.02
20.48,24.5,SM-105-P2,,,,-20.48
20.92,21,SM-105-P2,,,,-20.92
21.38,23.5,SM-105-P2,,,,-21.38
21.83,24.6,SM-105-P2,,,,-21.83
22.28,24,SM-105-P2,,,,-22.28
22.73,20,SM-105-P2,,,,-22.73
23.17,20.8,SM-105-P2,,,,-23.17
23.63,19.1,SM-105-P2,,,,-23.63
24.08,21.1,SM-105-P2,,,,-24.08
24.53,23.2,SM-105-P2,,,,-24.53
24.86,20.3,SM-105-P2,,,,-24.86
25.09,19,SM-105-P2,,,,-25.09
25.42,20.7,SM-105-P2,,,,-25.42
25.76,22.7,SM-105-P2,,,,-25.76
25.99,21.6,SM-105-P2,,,,-25.99
26.33,22.4,SM-105-P2,,,,-26.33
26.66,21.1,SM-105-P2,,,,-26.66
26.89,42.5,SM-105-P2,,,,-26.89
27.23,25.2,SM-105-P2,,,,-27.23
27.67,29.5,SM-105-P2,,,,-27.67
28.01,18.1,SM-105-P2,,,,-28.01
28.24,25.2,SM-105-P2,,,,-28.24
28.46,58.1,SM-105-P2,,,,-28.46
28.69,17.6,SM-105-P2,,,,-28.69
29.03,19.5,SM-105-P2,,,,-29.03
29.36,28.6,SM-105-P2,,,,-29.36
29.59,28.8,SM-105-P2,,,,-29.59
29.92,23.3,SM-105-P2,,,,-29.92
30.26,25.2,SM-105-P2,,,,-30.26
30.49,24.4,SM-105-P2,,,,-30.49
30.83,28.4,SM-105-P2,,,,-30.83
31.28,23.3,SM-105-P2,,,,-31.28
31.58,21.2,SM-105-P2,,,,-31.58
31.73,61.1,SM-105-P2,,,,-31.73
31.88,24.2,SM-105-P2,,,,-31.88
32.03,22.6,SM-105-P2,,,,-32.03
32.17,23.4,SM-105-P2,,,,-32.17
32.33,24.8,SM-105-P2,,,,-32.33
32.63,26,SM-105-P2,,,,-32.63
33.08,25.6,SM-105-P2,,,,-33.08
33.53,22.4,SM-105-P2,,,,-33.53
33.83,26,SM-105-P2,,,,-33.83
33.97,21.6,SM-105-P2,,,,-33.97
34.13,21.8,SM-105-P2,,,,-34.13
34.28,21,SM-105-P2,,,,-34.28
34.42,23.1,SM-105-P2,,,,-34.42
34.58,21.7,SM-105-P2,,,,-34.58
34.88,24.4,SM-105-P2,,,,-34.88
35.21,25.8,SM-105-P2,,,,-35.21
35.44,26.7,SM-105-P2,,,,-35.44
35.66,20.5,SM-105-P2,,,,-35.66
35.89,26.7,SM-105-P2,,,,-35.89
36.23,21.1,SM-105-P2,,,,-36.23
36.67,22.9,SM-105-P2,,,,-36.67
37.13,22,SM-105-P2,,,,-37.13
37.46,31.4,SM-105-P2,,,,-37.46
37.69,22.8,SM-105-P2,,,,-37.69
38.03,26,SM-105-P2,,,,-38.03
38.48,32.2,SM-105-P2,,,,-38.48
38.81,32.1,SM-105-P2,,,,-38.81
39.04,21.1,SM-105-P2,,,,-39.04
39.38,36.8,SM-105-P2,,,,-39.38
39.83,20.2,SM-105-P2,,,,-39.83
40.28,23.9,SM-105-P2,,,,-40.28
40.73,23.4,SM-105-P2,,,,-40.73
41.18,22.7,SM-105-P2,,,,-41.18
41.45,29.3,SM-105-P2,,,,-41.45
41.54,20.5,SM-105-P2,,,,-41.54
41.63,20,SM-105-P2,,,,-41.63
41.72,24.6,SM-105-P2,,,,-41.72
41.81,15.6,SM-105-P2,,,,-41.81
42.08,20.9,SM-105-P2,,,,-42.08
42.53,21.7,SM-105-P2,,,,-42.53
42.86,17.1,SM-105-P2,,,,-42.86
43.09,14.3,SM-105-P2,,,,-43.09
43.43,16.6,SM-105-P2,,,,-43.43
43.88,16.1,SM-105-P2,,,,-43.88
44.21,24.2,SM-105-P2,,,,-44.21
44.44,28.4,SM-105-P2,,,,-44.44
44.78,27,SM-105-P2,,,,-44.78
45.23,28.2,SM-105-P2,,,,-45.23
45.68,28.1,SM-105-P2,,,,-45.68
46.01,22.6,SM-105-P2,,,,-46.01
46.24,27.8,SM-105-P2,,,,-46.24
46.58,31.1,SM-105-P2,,,,-46.58
47.03,36.3,SM-105-P2,,,,-47.03
47.48,21,SM-105-P2,,,,-47.48
47.93,19.8,SM-105-P2,,,,-47.93
48.26,26.2,SM-105-P2,,,,-48.26
48.49,23.8,SM-105-P2,,,,-48.49
48.71,18,SM-105-P2,,,,-48.71
48.94,20.6,SM-105-P2,,,,-48.94
49.16,26.1,SM-105-P2,,,,-49.16
49.39,15.5,SM-105-P2,,,,-49.39
49.73,16,SM-105-P2,,,,-49.73
50.18,13.4,SM-105-P2,,,,-50.18
50.63,15.6,SM-105-P2,,,,-50.63
51.08,10.7,SM-105-P2,,,,-51.08
51.53,10.9,SM-105-P2,,,,-51.53
51.98,16.5,SM-105-P2,,,,-51.98
52.43,12.8,SM-105-P2,,,,-52.43
52.88,22.2,SM-105-P2,,,,-52.88
53.33,30,SM-105-P2,,,,-53.33
53.66,25.2,SM-105-P2,,,,-53.66
53.89,29.5,SM-105-P2,,,,-53.89
54.23,28.6,SM-105-P2,,,,-54.23
54.56,32.3,SM-105-P2,,,,-54.56
54.79,29.3,SM-105-P2,,,,-54.79
55.13,30.9,SM-105-P2,,,,-55.13
55.58,25.1,SM-105-P2,,,,-55.58
56.03,24.2,SM-105-P2,,,,-56.03
56.36,23.5,SM-105-P2,,,,-56.36
56.59,17,SM-105-P2,,,,-56.59
56.81,19.7,SM-105-P2,,,,-56.81
57.04,16.7,SM-105-P2,,,,-57.04
57.22,22,SM-105-P2,,,,-57.22
57.38,14.1,SM-105-P2,,,,-57.38
57.53,15.3,SM-105-P2,,,,-57.53
57.83,14.8,SM-105-P2,,,,-57.83
58.13,17.4,SM-105-P2,,,,-58.13
58.28,17.7,SM-105-P2,,,,-58.28
58.43,16.4,SM-105-P2,,,,-58.43
58.68,16.1,SM-105-P2,,,,-58.68
59.18,15.8,SM-105-P2,,,,-59.18
59.47,13.4,SM-105-P2,,,,-59.47
59.63,14.3,SM-105-P2,,,,-59.63
59.78,20,SM-105-P2,,,,-59.78
59.96,22.6,SM-105-P2,,,,-59.96
60.19,15.9,SM-105-P2,,,,-60.19
60.38,15.1,SM-105-P2,,,,-60.38
60.53,14.7,SM-105-P2,,,,-60.53
60.88,15.6,SM-105-P2,,,,-60.88
61.38,13.9,SM-105-P2,,,,-61.38
61.88,17.2,SM-105-P2,,,,-61.88
62.33,13,SM-105-P2,,,,-62.33
62.78,19.1,SM-105-P2,,,,-62.78
63.23,20.7,SM-105-P2,,,,-63.23
63.68,19.3,SM-105-P2,,,,-63.68
64.01,19.3,SM-105-P2,,,,-64.01
64.24,34.2,SM-105-P2,,,,-64.24
64.57,35.6,SM-105-P2,,,,-64.57
65.03,28.5,SM-105-P2,,,,-65.03
65.47,22.8,SM-105-P2,,,,-65.47
65.93,26.6,SM-105-P2,,,,-65.93
66.38,36.2,SM-105-P2,,,,-66.38
66.82,32.4,SM-105-P2,,,,-66.82
67.28,33.8,SM-105-P2,,,,-67.28
67.72,34.6,SM-105-P2,,,,-67.72
68.18,34.4,SM-105-P2,,,,-68.18
68.63,42.5,SM-105-P2,,,,-68.63
69.07,43.9,SM-105-P2,,,,-69.07
69.53,41.7,SM-105-P2,,,,-69.53
69.97,39.8,SM-105-P2,,,,-69.97
70.43,31.9,SM-105-P2,,,,-70.43
70.88,26,SM-105-P2,,,,-70.88
71.32,22.3,SM-105-P2,,,,-71.32
71.78,35.3,SM-105-P2,,,,-71.78
72.22,23.3,SM-105-P2,,,,-72.22
72.68,20.9,SM-105-P2,,,,-72.68
73.13,20.5,SM-105-P2,,,,-73.13
73.57,19.6,SM-105-P2,,,,-73.57
74.03,26.8,SM-105-P2,,,,-74.03
74.4,21.8,SM-105-P2,,,,-74.4
74.93,22.3,SM-105-P2,,,,-74.93
75.38,20,SM-105-P2,,,,-75.38
75.82,22.4,SM-105-P2,,,,-75.82
76.28,22.7,SM-105-P2,,,,-76.28
76.61,23.7,SM-105-P2,,,,-76.61
76.84,18.6,SM-105-P2,,,,-76.84
77.18,19.3,SM-105-P2,,,,-77.18
77.47,20.1,SM-105-P2,,,,-77.47
77.61,20,SM-105-P2,,,,-77.61
77.75,16.9,SM-105-P2,,,,-77.75
77.88,12.9,SM-105-P2,,,,-77.88
77.93,17.5,SM-105-P2,,,,-77.93
78.34,19.2,SM-105-P2,,,,-78.34
78.41,13.5,SM-105-P2,,,,-78.41
78.81,23.8,SM-105-P2,,,,-78.81
78.92,14.8,SM-105-P2,,,,-78.92
79.03,17.6,SM-105-P2,,,,-79.03
79.14,13,SM-105-P2,,,,-79.14
79.23,20.9,SM-105-P2,,,,-79.23
79.29,19.2,SM-105-P2,,,,-79.29
79.72,18.6,SM-105-P2,,,,-79.72
80.32,27.8,SM-105-P2,,,,-80.32
80.63,28.9,SM-105-P2,,,,-80.63
80.78,24.8,SM-105-P2,,,,-80.78
80.93,15.7,SM-105-P2,,,,-80.93
81.11,23.5,SM-105-P2,,,,-81.11
81.34,24,SM-105-P2,,,,-81.34
81.68,21.2,SM-105-P2,,,,-81.68
82.13,28.1,SM-105-P2,,,,-82.13
82.57,27.3,SM-105-P2,,,,-82.57
82.98,28.1,SM-105-P2,,,,-82.98
83.48,24.1,SM-105-P2,,,,-83.48
83.78,20.2,SM-105-P2,,,,-83.78
84.3,24.9,SM-105-P2,,,,-84.3
84.75,25.8,SM-105-P2,,,,-84.75
85.13,27.7,SM-105-P2,,,,-85.13
85.61,26.6,SM-105-P2,,,,-85.61
85.84,21.9,SM-105-P2,,,,-85.84
86.18,23.7,SM-105-P2,,,,-86.18
86.46,23.4,SM-105-P2,,,,-86.46
86.57,22.3,SM-105-P2,,,,-86.57
86.68,25,SM-105-P2,,,,-86.68
86.79,20.8,SM-105-P2,,,,-86.79
86.96,23.6,SM-105-P2,,,,-86.96
87.19,25.6,SM-105-P2,,,,-87.19
87.38,23.3,SM-105-P2,,,,-87.38
87.53,25.7,SM-105-P2,,,,-87.53
87.68,25.6,SM-105-P2,,,,-87.68
87.85,21.7,SM-105-P2,,,,-87.85
88.05,14.8,SM-105-P2,,,,-88.05
88.43,28,SM-105-P2,,,,-88.43
88.76,23.6,SM-105-P2,,,,-88.76
88.99,21.5,SM-105-P2,,,,-88.99
89.32,26.9,SM-105-P2,,,,-89.32
89.66,25.4,SM-105-P2,,,,-89.66
89.89,19.8,SM-105-P2,,,,-89.89
90.23,28.2,SM-105-P2,,,,-90.23
90.56,22.5,SM-105-P2,,,,-90.56
90.79,34.6,SM-105-P2,,,,-90.79
91.13,32.6,SM-105-P2,,,,-91.13
91.57,35.8,SM-105-P2,,,,-91.57
91.88,38.7,SM-105-P2,,,,-91.88
92.03,38,SM-105-P2,,,,-92.03
92.18,37.1,SM-105-P2,,,,-92.18
92.48,37.6,SM-105-P2,,,,-92.48
92.93,34.9,SM-105-P2,,,,-92.93
93.38,37,SM-105-P2,,,,-93.38
93.71,37.9,SM-105-P2,,,,-93.71
93.94,48.7,SM-105-P2,,,,-93.94
94.16,40.8,SM-105-P2,,,,-94.16
94.39,29.9,SM-105-P2,,,,-94.39
94.58,28.2,SM-105-P2,,,,-94.58
94.73,28.8,SM-105-P2,,,,-94.73
94.88,24.2,SM-105-P2,,,,-94.88
95.06,27.5,SM-105-P2,,,,-95.06
95.29,27.7,SM-105-P2,,,,-95.29
95.51,24,SM-105-P2,,,,-95.51
95.74,20.8,SM-105-P2,,,,-95.74
95.93,20,SM-105-P2,,,,-95.93
96.08,21.9,SM-105-P2,,,,-96.08
96.23,25.3,SM-105-P2,,,,-96.23
96.53,21.8,SM-105-P2,,,,-96.53
96.98,24.4,SM-105-P2,,,,-96.98
97.31,16.9,SM-105-P2,,,,-97.31
97.54,23.3,SM-105-P2,,,,-97.54
97.73,30.1,SM-105-P2,,,,-97.73
97.88,19.9,SM-105-P2,,,,-97.88
98.03,20.6,SM-105-P2,,,,-98.03
98.18,25.1,SM-105-P2,,,,-98.18
98.33,20.5,SM-105-P2,,,,-98.33
98.48,18.6,SM-105-P2,,,,-98.48
98.66,38.1,SM-105-P2,,,,-98.66
98.89,10.9,SM-105-P2,,,,-98.89
99.03,19.6,SM-105-P2,,,,-99.03
99.09,17.3,SM-105-P2,,,,-99.09
99.15,20.9,SM-105-P2,,,,-99.15
99.21,17.6,SM-105-P2,,,,-99.21
99.27,20.7,SM-105-P2,,,,-99.27
99.49,17.6,SM-105-P2,,,,-99.49
99.56,19,SM-105-P2,,,,-99.56
99.98,14.4,SM-105-P2,,,,-99.98
100.46,33.6,SM-105-P2,,,,-100.46
100.69,18.2,SM-105-P2,,,,-100.69
101.03,25.8,SM-105-P2,,,,-101.03
0.23,4.1,SM-49-P1,477572.34,2038055.4,3.67,3.44
0.68,11.9,SM-49-P1,477572.34,2038055.4,3.67,2.99
1.13,13.9,SM-49-P1,477572.34,2038055.4,3.67,2.54
1.58,13.5,SM-49-P1,477572.34,2038055.4,3.67,2.09
2.03,21.8,SM-49-P1,477572.34,2038055.4,3.67,1.64
2.48,17,SM-49-P1,477572.34,2038055.4,3.67,1.19
2.93,20.4,SM-49-P1,477572.34,2038055.4,3.67,0.74
3.26,16.9,SM-49-P1,477572.34,2038055.4,3.67,0.41
3.49,23.7,SM-49-P1,477572.34,2038055.4,3.67,0.18
3.83,21.7,SM-49-P1,477572.34,2038055.4,3.67,-0.16
4.28,24.6,SM-49-P1,477572.34,2038055.4,3.67,-0.61
4.72,22.6,SM-49-P1,477572.34,2038055.4,3.67,-1.05
5.18,24.8,SM-49-P1,477572.34,2038055.4,3.67,-1.51
5.63,24.6,SM-49-P1,477572.34,2038055.4,3.67,-1.96
6.07,25.6,SM-49-P1,477572.34,2038055.4,3.67,-2.4
6.41,26.2,SM-49-P1,477572.34,2038055.4,3.67,-2.74
6.64,23.6,SM-49-P1,477572.34,2038055.4,3.67,-2.97
6.98,24.1,SM-49-P1,477572.34,2038055.4,3.67,-3.31
7.43,25.3,SM-49-P1,477572.34,2038055.4,3.67,-3.76
7.88,24.6,SM-49-P1,477572.34,2038055.4,3.67,-4.21
8.32,23.9,SM-49-P1,477572.34,2038055.4,3.67,-4.65
8.78,29.1,SM-49-P1,477572.34,2038055.4,3.67,-5.11
9.23,30.7,SM-49-P1,477572.34,2038055.4,3.67,-5.56
9.68,20.8,SM-49-P1,477572.34,2038055.4,3.67,-6.01
10.13,23.6,SM-49-P1,477572.34,2038055.4,3.67,-6.46
10.58,22.1,SM-49-P1,477572.34,2038055.4,3.67,-6.91
11.03,23,SM-49-P1,477572.34,2038055.4,3.67,-7.36
11.48,24.1,SM-49-P1,477572.34,2038055.4,3.67,-7.81
11.93,25,SM-49-P1,477572.34,2038055.4,3.67,-8.26
12.38,19.8,SM-49-P1,477572.34,2038055.4,3.67,-8.71
12.83,35.8,SM-49-P1,477572.34,2038055.4,3.67,-9.16
13.28,29.4,SM-49-P1,477572.34,2038055.4,3.67,-9.61
13.73,39.5,SM-49-P1,477572.34,2038055.4,3.67,-10.06
14.18,35.4,SM-49-P1,477572.34,2038055.4,3.67,-10.51
14.63,38.8,SM-49-P1,477572.34,2038055.4,3.67,-10.96
15.08,40.6,SM-49-P1,477572.34,2038055.4,3.67,-11.41
15.53,40.3,SM-49-P1,477572.34,2038055.4,3.67,-11.86
15.98,41.8,SM-49-P1,477572.34,2038055.4,3.67,-12.31
16.42,44.1,SM-49-P1,477572.34,2038055.4,3.67,-12.75
16.88,40.7,SM-49-P1,477572.34,2038055.4,3.67,-13.21
17.33,40.5,SM-49-P1,477572.34,2038055.4,3.67,-13.66
17.77,28.3,SM-49-P1,477572.34,2038055.4,3.67,-14.1
18.23,34.9,SM-49-P1,477572.34,2038055.4,3.67,-14.56
18.67,31.4,SM-49-P1,477572.34,2038055.4,3.67,-15
19.13,44.4,SM-49-P1,477572.34,2038055.4,3.67,-15.46
19.58,30.4,SM-49-P1,477572.34,2038055.4,3.67,-15.91
20.02,28.2,SM-49-P1,477572.34,2038055.4,3.67,-16.35
20.36,53.8,SM-49-P1,477572.34,2038055.4,3.67,-16.69
20.59,43,SM-49-P1,477572.34,2038055.4,3.67,-16.92
20.92,34.8,SM-49-P1,477572.34,2038055.4,3.67,-17.25
21.38,24.8,SM-49-P1,477572.34,2038055.4,3.67,-17.71
21.83,19.2,SM-49-P1,477572.34,2038055.4,3.67,-18.16
22.28,21.4,SM-49-P1,477572.34,2038055.4,3.67,-18.61
22.73,20.4,SM-49-P1,477572.34,2038055.4,3.67,-19.06
23.06,24.5,SM-49-P1,477572.34,2038055.4,3.67,-19.39
23.29,48,SM-49-P1,477572.34,2038055.4,3.67,-19.62
23.63,24.3,SM-49-P1,477572.34,2038055.4,3.67,-19.96
24.08,26.1,SM-49-P1,477572.34,2038055.4,3.67,-20.41
24.53,28.3,SM-49-P1,477572.34,2038055.4,3.67,-20.86
24.98,26,SM-49-P1,477572.34,2038055.4,3.67,-21.31
25.42,34.7,SM-49-P1,477572.34,2038055.4,3.67,-21.75
25.88,32.7,SM-49-P1,477572.34,2038055.4,3.67,-22.21
26.33,24.8,SM-49-P1,477572.34,2038055.4,3.67,-22.66
26.78,23.7,SM-49-P1,477572.34,2038055.4,3.67,-23.11
27.23,27.9,SM-49-P1,477572.34,2038055.4,3.67,-23.56
27.67,22,SM-49-P1,477572.34,2038055.4,3.67,-24
28.13,28.5,SM-49-P1,477572.34,2038055.4,3.67,-24.46
28.58,38.8,SM-49-P1,477572.34,2038055.4,3.67,-24.91
29.03,26.5,SM-49-P1,477572.34,2038055.4,3.67,-25.36
29.48,21.7,SM-49-P1,477572.34,2038055.4,3.67,-25.81
29.92,33.9,SM-49-P1,477572.34,2038055.4,3.67,-26.25
30.38,21,SM-49-P1,477572.34,2038055.4,3.67,-26.71
30.83,24,SM-49-P1,477572.34,2038055.4,3.67,-27.16
31.28,21.5,SM-49-P1,477572.34,2038055.4,3.67,-27.61
31.73,19.5,SM-49-P1,477572.34,2038055.4,3.67,-28.06
32.06,49.1,SM-49-P1,477572.34,2038055.4,3.67,-28.39
32.29,25.1,SM-49-P1,477572.34,2038055.4,3.67,-28.62
32.63,31,SM-49-P1,477572.34,2038055.4,3.67,-28.96
33.08,18,SM-49-P1,477572.34,2038055.4,3.67,-29.41
33.53,29,SM-49-P1,477572.34,2038055.4,3.67,-29.86
33.98,28.5,SM-49-P1,477572.34,2038055.4,3.67,-30.31
34.42,27.4,SM-49-P1,477572.34,2038055.4,3.67,-30.75
34.88,34.5,SM-49-P1,477572.34,2038055.4,3.67,-31.21
35.33,27.7,SM-49-P1,477572.34,2038055.4,3.67,-31.66
35.78,24.3,SM-49-P1,477572.34,2038055.4,3.67,-32.11
36.23,29,SM-49-P1,477572.34,2038055.4,3.67,-32.56
36.67,38.4,SM-49-P1,477572.34,2038055.4,3.67,-33
37.13,38,SM-49-P1,477572.34,2038055.4,3.67,-33.46
37.58,46.1,SM-49-P1,477572.34,2038055.4,3.67,-33.91
38.03,32.3,SM-49-P1,477572.34,2038055.4,3.67,-34.36
38.48,33.6,SM-49-P1,477572.34,2038055.4,3.67,-34.81
38.92,33,SM-49-P1,477572.34,2038055.4,3.67,-35.25
39.38,35.6,SM-49-P1,477572.34,2038055.4,3.67,-35.71
39.83,36.3,SM-49-P1,477572.34,2038055.4,3.67,-36.16
40.28,34.1,SM-49-P1,477572.34,2038055.4,3.67,-36.61
0.11,18.4,SM-04-B1,479321.627,2036184.495,1.5755,1.4655
0.34,12.7,SM-04-B1,479321.627,2036184.495,1.5755,1.2355
0.68,19.6,SM-04-B1,479321.627,2036184.495,1.5755,0.8955
1.13,24.2,SM-04-B1,479321.627,2036184.495,1.5755,0.4455
1.58,35.1,SM-04-B1,479321.627,2036184.495,1.5755,-0.0045
2.03,41.2,SM-04-B1,479321.627,2036184.495,1.5755,-0.4545
2.48,49.6,SM-04-B1,479321.627,2036184.495,1.5755,-0.9045
2.93,45.3,SM-04-B1,479321.627,2036184.495,1.5755,-1.3545
3.38,51.8,SM-04-B1,479321.627,2036184.495,1.5755,-1.8045
3.68,32,SM-04-B1,479321.627,2036184.495,1.5755,-2.1045
3.83,53.7,SM-04-B1,479321.627,2036184.495,1.5755,-2.2545
3.97,53.7,SM-04-B1,479321.627,2036184.495,1.5755,-2.3945
4.61,41.5,SM-04-B1,479321.627,2036184.495,1.5755,-3.0345
4.84,35.4,SM-04-B1,479321.627,2036184.495,1.5755,-3.2645
5.18,33.3,SM-04-B1,479321.627,2036184.495,1.5755,-3.6045
5.63,27.2,SM-04-B1,479321.627,2036184.495,1.5755,-4.0545
6.07,30.8,SM-04-B1,479321.627,2036184.495,1.5755,-4.4945
6.53,27,SM-04-B1,479321.627,2036184.495,1.5755,-4.9545
6.98,33.7,SM-04-B1,479321.627,2036184.495,1.5755,-5.4045
7.43,26.7,SM-04-B1,479321.627,2036184.495,1.5755,-5.8545
7.88,24.5,SM-04-B1,479321.627,2036184.495,1.5755,-6.3045
8.32,25,SM-04-B1,479321.627,2036184.495,1.5755,-6.7445
8.63,43.4,SM-04-B1,479321.627,2036184.495,1.5755,-7.0545
8.77,22.6,SM-04-B1,479321.627,2036184.495,1.5755,-7.1945
8.93,24,SM-04-B1,479321.627,2036184.495,1.5755,-7.3545
9.23,26.33,SM-04-B1,479321.627,2036184.495,1.5755,-7.6545
9.68,27.2,SM-04-B1,479321.627,2036184.495,1.5755,-8.1045
10.13,30.5,SM-04-B1,479321.627,2036184.495,1.5755,-8.5545
10.58,27.2,SM-04-B1,479321.627,2036184.495,1.5755,-9.0045
10.91,37.6,SM-04-B1,479321.627,2036184.495,1.5755,-9.3345
11.14,28.5,SM-04-B1,479321.627,2036184.495,1.5755,-9.5645
11.33,27.1,SM-04-B1,479321.627,2036184.495,1.5755,-9.7545
11.48,26.3,SM-04-B1,479321.627,2036184.495,1.5755,-9.9045
11.63,28.4,SM-04-B1,479321.627,2036184.495,1.5755,-10.0545
11.81,24.9,SM-04-B1,479321.627,2036184.495,1.5755,-10.2345
12.04,25.7,SM-04-B1,479321.627,2036184.495,1.5755,-10.4645
12.38,23.6,SM-04-B1,479321.627,2036184.495,1.5755,-10.8045
12.71,22.2,SM-04-B1,479321.627,2036184.495,1.5755,-11.1345
12.94,21.2,SM-04-B1,479321.627,2036184.495,1.5755,-11.3645
13.16,22.2,SM-04-B1,479321.627,2036184.495,1.5755,-11.5845
13.39,26.4,SM-04-B1,479321.627,2036184.495,1.5755,-11.8145
