Proffundidad,w,Sondeo,X,Y,Zmsn,Z
1.24,17.8,SM-24-P2,479387.3,2037585.89,1.9,0.66
1.41,19.1,SM-24-P2,479387.3,2037585.89,1.9,0.49
1.52,20.7,SM-24-P2,479387.3,2037585.89,1.9,0.38
1.63,23.9,SM-24-P2,479387.3,2037585.89,1.9,0.27
1.74,27.2,SM-24-P2,479387.3,2037585.89,1.9,0.16
1.91,28,SM-24-P2,479387.3,2037585.89,1.9,-0.01
2.14,21.9,SM-24-P2,479387.3,2037585.89,1.9,-0.24
2.48,17.1,SM-24-P2,479387.3,2037585.89,1.9,-0.58
2.81,24.2,SM-24-P2,479387.3,2037585.89,1.9,-0.91
3.04,19.1,SM-24-P2,479387.3,2037585.89,1.9,-1.14
3.26,16.7,SM-24-P2,479387.3,2037585.89,1.9,-1.36
3.49,19,SM-24-P2,479387.3,2037585.89,1.9,-1.59
3.71,20.1,SM-24-P2,479387.3,2037585.89,1.9,-1.81
3.94,19.1,SM-24-P2,479387.3,2037585.89,1.9,-2.04
4.28,22.3,SM-24-P2,479387.3,2037585.89,1.9,-2.38
4.72,26.8,SM-24-P2,479387.3,2037585.89,1.9,-2.82
5.18,23.9,SM-24-P2,479387.3,2037585.89,1.9,-3.28
5.63,25.9,SM-24-P2,479387.3,2037585.89,1.9,-3.73
5.96,18,SM-24-P2,479387.3,2037585.89,1.9,-4.06
6.19,16.1,SM-24-P2,479387.3,2037585.89,1.9,-4.29
6.41,22.2,SM-24-P2,479387.3,2037585.89,1.9,-4.51
6.64,35.5,SM-24-P2,479387.3,2037585.89,1.9,-4.74
6.98,47.6,SM-24-P2,479387.3,2037585.89,1.9,-5.08
7.43,47.4,SM-24-P2,479387.3,2037585.89,1.9,-5.53
7.76,30.6,SM-24-P2,479387.3,2037585.89,1.9,-5.86
7.99,39.5,SM-24-P2,479387.3,2037585.89,1.9,-6.09
8.18,45.5,SM-24-P2,479387.3,2037585.89,1.9,-6.28
8.32,38.4,SM-24-P2,479387.3,2037585.89,1.9,-6.42
8.48,45.3,SM-24-P2,479387.3,2037585.89,1.9,-6.58
8.66,45.1,SM-24-P2,479387.3,2037585.89,1.9,-6.76
8.89,36.8,SM-24-P2,479387.3,2037585.89,1.9,-6.99
9.11,48.1,SM-24-P2,479387.3,2037585.89,1.9,-7.21
9.34,36.1,SM-24-P2,479387.3,2037585.89,1.9,-7.44
9.68,43.2,SM-24-P2,479387.3,2037585.89,1.9,-7.78
9.98,36.8,SM-24-P2,479387.3,2037585.89,1.9,-8.08
10.13,48.7,SM-24-P2,479387.3,2037585.89,1.9,-8.23
10.27,39.7,SM-24-P2,479387.3,2037585.89,1.9,-8.37
10.58,43.5,SM-24-P2,479387.3,2037585.89,1.9,-8.68
10.88,43.2,SM-24-P2,479387.3,2037585.89,1.9,-8.98
11.02,43.4,SM-24-P2,479387.3,2037585.89,1.9,-9.12
11.18,45.9,SM-24-P2,479387.3,2037585.89,1.9,-9.28
11.33,41.3,SM-24-P2,479387.3,2037585.89,1.9,-9.43
11.48,42.9,SM-24-P2,479387.3,2037585.89,1.9,-9.58
11.63,41.2,SM-24-P2,479387.3,2037585.89,1.9,-9.73
11.93,45.2,SM-24-P2,479387.3,2037585.89,1.9,-10.03
12.23,42.2,SM-24-P2,479387.3,2037585.89,1.9,-10.33
12.38,39.3,SM-24-P2,479387.3,2037585.89,1.9,-10.48
12.52,48.2,SM-24-P2,479387.3,2037585.89,1.9,-10.62
12.83,45.6,SM-24-P2,479387.3,2037585.89,1.9,-10.93
13.28,43,SM-24-P2,479387.3,2037585.89,1.9,-11.38
13.73,43.2,SM-24-P2,479387.3,2037585.89,1.9,-11.83
14.18,51.9,SM-24-P2,479387.3,2037585.89,1.9,-12.28
14.63,48.7,SM-24-P2,479387.3,2037585.89,1.9,-12.73
15.08,49.9,SM-24-P2,479387.3,2037585.89,1.9,-13.18
15.53,52.6,SM-24-P2,479387.3,2037585.89,1.9,-13.63
15.98,54,SM-24-P2,479387.3,2037585.89,1.9,-14.08
16.27,38.4,SM-24-P2,479387.3,2037585.89,1.9,-14.37
16.43,25.2,SM-24-P2,479387.3,2037585.89,1.9,-14.53
16.58,31.6,SM-24-P2,479387.3,2037585.89,1.9,-14.68
16.73,20.1,SM-24-P2,479387.3,2037585.89,1.9,-14.83
16.88,16.2,SM-24-P2,479387.3,2037585.89,1.9,-14.98
17.02,15.6,SM-24-P2,479387.3,2037585.89,1.9,-15.12
17.33,16.6,SM-24-P2,479387.3,2037585.89,1.9,-15.43
17.77,17.1,SM-24-P2,479387.3,2037585.89,1.9,-15.87
18.23,21.8,SM-24-P2,479387.3,2037585.89,1.9,-16.33
18.67,17.3,SM-24-P2,479387.3,2037585.89,1.9,-16.77
19.13,21.7,SM-24-P2,479387.3,2037585.89,1.9,-17.23
19.58,21.8,SM-24-P2,479387.3,2037585.89,1.9,-17.68
20.02,23.2,SM-24-P2,479387.3,2037585.89,1.9,-18.12
20.48,25.7,SM-24-P2,479387.3,2037585.89,1.9,-18.58
20.92,23.8,SM-24-P2,479387.3,2037585.89,1.9,-19.02
21.38,23.3,SM-24-P2,479387.3,2037585.89,1.9,-19.48
21.83,23,SM-24-P2,479387.3,2037585.89,1.9,-19.93
22.16,23.4,SM-24-P2,479387.3,2037585.89,1.9,-20.26
22.39,20.4,SM-24-P2,479387.3,2037585.89,1.9,-20.49
22.73,24.6,SM-24-P2,479387.3,2037585.89,1.9,-20.83
23.17,22.7,SM-24-P2,479387.3,2037585.89,1.9,-21.27
23.63,21.6,SM-24-P2,479387.3,2037585.89,1.9,-21.73
24.08,20.8,SM-24-P2,479387.3,2037585.89,1.9,-22.18
24.53,23.9,SM-24-P2,479387.3,2037585.89,1.9,-22.63
24.98,22.5,SM-24-P2,479387.3,2037585.89,1.9,-23.08
25.42,20,SM-24-P2,479387.3,2037585.89,1.9,-23.52
25.88,24.6,SM-24-P2,479387.3,2037585.89,1.9,-23.98
26.33,24.8,SM-24-P2,479387.3,2037585.89,1.9,-24.43
26.78,36,SM-24-P2,479387.3,2037585.89,1.9,-24.88
27.23,26.4,SM-24-P2,479387.3,2037585.89,1.9,-25.33
27.67,30.4,SM-24-P2,479387.3,2037585.89,1.9,-25.77
28.13,24.4,SM-24-P2,479387.3,2037585.89,1.9,-26.23
28.58,24.2,SM-24-P2,479387.3,2037585.89,1.9,-26.68
29.03,25.7,SM-24-P2,479387.3,2037585.89,1.9,-27.13
29.48,26.1,SM-24-P2,479387.3,2037585.89,1.9,-27.58
29.92,27.3,SM-24-P2,479387.3,2037585.89,1.9,-28.02
30.38,28.1,SM-24-P2,479387.3,2037585.89,1.9,-28.48
30.83,21.4,SM-24-P2,479387.3,2037585.89,1.9,-28.93
31.28,23.4,SM-24-P2,479387.3,2037585.89,1.9,-29.38
31.73,25.9,SM-24-P2,479387.3,2037585.89,1.9,-29.83
32.17,24,SM-24-P2,479387.3,2037585.89,1.9,-30.27
32.47,20.8,SM-24-P2,479387.3,2037585.89,1.9,-30.57
32.63,32.8,SM-24-P2,479387.3,2037585.89,1.9,-30.73
32.78,19,SM-24-P2,479387.3,2037585.89,1.9,-30.88
33.08,23.8,SM-24-P2,479387.3,2037585.89,1.9,-31.18
33.53,24,SM-24-P2,479387.3,2037585.89,1.9,-31.63
33.98,24.7,SM-24-P2,479387.3,2037585.89,1.9,-32.08
34.42,32.7,SM-24-P2,479387.3,2037585.89,1.9,-32.52
34.88,27.9,SM-24-P2,479387.3,2037585.89,1.9,-32.98
35.33,33.1,SM-24-P2,479387.3,2037585.89,1.9,-33.43
35.78,31.1,SM-24-P2,479387.3,2037585.89,1.9,-33.88
36.23,22.4,SM-24-P2,479387.3,2037585.89,1.9,-34.33
36.56,23.9,SM-24-P2,479387.3,2037585.89,1.9,-34.66
36.79,33.5,SM-24-P2,479387.3,2037585.89,1.9,-34.89
37.13,22.2,SM-24-P2,479387.3,2037585.89,1.9,-35.23
37.46,26.3,SM-24-P2,479387.3,2037585.89,1.9,-35.56
37.69,22.4,SM-24-P2,479387.3,2037585.89,1.9,-35.79
38.03,28.4,SM-24-P2,479387.3,2037585.89,1.9,-36.13
38.48,28.9,SM-24-P2,479387.3,2037585.89,1.9,-36.58
38.92,30.6,SM-24-P2,479387.3,2037585.89,1.9,-37.02
39.38,29.6,SM-24-P2,479387.3,2037585.89,1.9,-37.48
39.83,30.7,SM-24-P2,479387.3,2037585.89,1.9,-37.93
40.28,30.7,SM-24-P2,479387.3,2037585.89,1.9,-38.38
40.73,23,SM-24-P2,479387.3,2037585.89,1.9,-38.83
41.18,20,SM-24-P2,479387.3,2037585.89,1.9,-39.28
41.63,22.1,SM-24-P2,479387.3,2037585.89,1.9,-39.73
41.96,25.7,SM-24-P2,479387.3,2037585.89,1.9,-40.06
42.19,21,SM-24-P2,479387.3,2037585.89,1.9,-40.29
42.53,21.3,SM-24-P2,479387.3,2037585.89,1.9,-40.63
42.98,20.2,SM-24-P2,479387.3,2037585.89,1.9,-41.08
43.43,23.6,SM-24-P2,479387.3,2037585.89,1.9,-41.53
43.72,23.2,SM-24-P2,479387.3,2037585.89,1.9,-41.82
43.88,25.5,SM-24-P2,479387.3,2037585.89,1.9,-41.98
44.03,24,SM-24-P2,479387.3,2037585.89,1.9,-42.13
44.33,24.4,SM-24-P2,479387.3,2037585.89,1.9,-42.43
44.78,20,SM-24-P2,479387.3,2037585.89,1.9,-42.88
45.23,19.7,SM-24-P2,479387.3,2037585.89,1.9,-43.33
45.68,20.8,SM-24-P2,479387.3,2037585.89,1.9,-43.78
45.97,23.5,SM-24-P2,479387.3,2037585.89,1.9,-44.07
46.13,24.6,SM-24-P2,479387.3,2037585.89,1.9,-44.23
46.28,24,SM-24-P2,479387.3,2037585.89,1.9,-44.38
46.41,24.9,SM-24-P2,479387.3,2037585.89,1.9,-44.51
46.52,26.8,SM-24-P2,479387.3,2037585.89,1.9,-44.62
46.63,19.9,SM-24-P2,479387.3,2037585.89,1.9,-44.73
46.74,19.7,SM-24-P2,479387.3,2037585.89,1.9,-44.84
46.91,21.7,SM-24-P2,479387.3,2037585.89,1.9,-45.01
47.14,24.1,SM-24-P2,479387.3,2037585.89,1.9,-45.24
47.33,25.2,SM-24-P2,479387.3,2037585.89,1.9,-45.43
47.47,26.2,SM-24-P2,479387.3,2037585.89,1.9,-45.57
47.63,21.7,SM-24-P2,479387.3,2037585.89,1.9,-45.73
47.93,19.7,SM-24-P2,479387.3,2037585.89,1.9,-46.03
48.25,18.3,SM-24-P2,479387.3,2037585.89,1.9,-46.35
48.8,18.7,SM-24-P2,479387.3,2037585.89,1.9,-46.9
49.28,21.8,SM-24-P2,479387.3,2037585.89,1.9,-47.38
49.73,20.6,SM-24-P2,479387.3,2037585.89,1.9,-47.83
50.18,21.1,SM-24-P2,479387.3,2037585.89,1.9,-48.28
50.63,21.7,SM-24-P2,479387.3,2037585.89,1.9,-48.73
0.23,19.4,SM-50-P1,477300,2037635,3.86,3.63
0.68,16,SM-50-P1,477300,2037635,3.86,3.18
1.13,15,SM-50-P1,477300,2037635,3.86,2.73
1.58,19.8,SM-50-P1,477300,2037635,3.86,2.28
2.03,22.3,SM-50-P1,477300,2037635,3.86,1.83
2.48,20.5,SM-50-P1,477300,2037635,3.86,1.38
2.93,19.2,SM-50-P1,477300,2037635,3.86,0.93
3.38,20.4,SM-50-P1,477300,2037635,3.86,0.48
3.83,17.8,SM-50-P1,477300,2037635,3.86,0.03
4.16,17.1,SM-50-P1,477300,2037635,3.86,-0.3
4.39,22.1,SM-50-P1,477300,2037635,3.86,-0.53
4.58,22.1,SM-50-P1,477300,2037635,3.86,-0.72
4.72,21.3,SM-50-P1,477300,2037635,3.86,-0.86
4.88,16.3,SM-50-P1,477300,2037635,3.86,-1.02
5.18,20.8,SM-50-P1,477300,2037635,3.86,-1.32
5.63,21.1,SM-50-P1,477300,2037635,3.86,-1.77
6.07,19.7,SM-50-P1,477300,2037635,3.86,-2.21
6.98,50.2,SM-50-P1,477300,2037635,3.86,-3.12
7.28,55,SM-50-P1,477300,2037635,3.86,-3.42
7.43,196.4,SM-50-P1,477300,2037635,3.86,-3.57
7.58,50.5,SM-50-P1,477300,2037635,3.86,-3.72
7.88,52.9,SM-50-P1,477300,2037635,3.86,-4.02
8.32,42.2,SM-50-P1,477300,2037635,3.86,-4.46
8.78,33.3,SM-50-P1,477300,2037635,3.86,-4.92
9.11,34.6,SM-50-P1,477300,2037635,3.86,-5.25
9.34,40.8,SM-50-P1,477300,2037635,3.86,-5.48
9.68,42,SM-50-P1,477300,2037635,3.86,-5.82
10.13,31.1,SM-50-P1,477300,2037635,3.86,-6.27
10.58,25.9,SM-50-P1,477300,2037635,3.86,-6.72
11.48,43.3,SM-50-P1,477300,2037635,3.86,-7.62
11.81,49.6,SM-50-P1,477300,2037635,3.86,-7.95
12.04,44.8,SM-50-P1,477300,2037635,3.86,-8.18
12.38,45.3,SM-50-P1,477300,2037635,3.86,-8.52
12.83,42.4,SM-50-P1,477300,2037635,3.86,-8.97
13.28,41,SM-50-P1,477300,2037635,3.86,-9.42
13.73,42.2,SM-50-P1,477300,2037635,3.86,-9.87
14.18,44,SM-50-P1,477300,2037635,3.86,-10.32
14.63,45.8,SM-50-P1,477300,2037635,3.86,-10.77
14.96,49.6,SM-50-P1,477300,2037635,3.86,-11.1
15.19,34.7,SM-50-P1,477300,2037635,3.86,-11.33
15.53,30,SM-50-P1,477300,2037635,3.86,-11.67
15.98,30.9,SM-50-P1,477300,2037635,3.86,-12.12
16.42,23.9,SM-50-P1,477300,2037635,3.86,-12.56
16.88,27.6,SM-50-P1,477300,2037635,3.86,-13.02
17.33,38.3,SM-50-P1,477300,2037635,3.86,-13.47
17.77,26.5,SM-50-P1,477300,2037635,3.86,-13.91
18.23,25.8,SM-50-P1,477300,2037635,3.86,-14.37
18.56,38,SM-50-P1,477300,2037635,3.86,-14.7
18.79,27,SM-50-P1,477300,2037635,3.86,-14.93
19.13,39.7,SM-50-P1,477300,2037635,3.86,-15.27
19.58,43.9,SM-50-P1,477300,2037635,3.86,-15.72
20.02,46.6,SM-50-P1,477300,2037635,3.86,-16.16
20.48,211.3,SM-50-P1,477300,2037635,3.86,-16.62
20.92,20.7,SM-50-P1,477300,2037635,3.86,-17.06
21.38,21.4,SM-50-P1,477300,2037635,3.86,-17.52
21.66,20.7,SM-50-P1,477300,2037635,3.86,-17.8
21.77,21.6,SM-50-P1,477300,2037635,3.86,-17.91
21.88,19.4,SM-50-P1,477300,2037635,3.86,-18.02
21.99,23,SM-50-P1,477300,2037635,3.86,-18.13
22.13,21.5,SM-50-P1,477300,2037635,3.86,-18.27
22.28,19.9,SM-50-P1,477300,2037635,3.86,-18.42
22.43,20.2,SM-50-P1,477300,2037635,3.86,-18.57
22.55,22.1,SM-50-P1,477300,2037635,3.86,-18.69
22.64,20.7,SM-50-P1,477300,2037635,3.86,-18.78
22.73,20.9,SM-50-P1,477300,2037635,3.86,-18.87
22.82,19.6,SM-50-P1,477300,2037635,3.86,-18.96
22.91,20.1,SM-50-P1,477300,2037635,3.86,-19.05
23.17,20.2,SM-50-P1,477300,2037635,3.86,-19.31
23.51,21.8,SM-50-P1,477300,2037635,3.86,-19.65
23.74,20.2,SM-50-P1,477300,2037635,3.86,-19.88
23.96,17.77,SM-50-P1,477300,2037635,3.86,-20.1
24.19,20.3,SM-50-P1,477300,2037635,3.86,-20.33
24.41,19.7,SM-50-P1,477300,2037635,3.86,-20.55
24.64,19.3,SM-50-P1,477300,2037635,3.86,-20.78
24.86,20.7,SM-50-P1,477300,2037635,3.86,-21
25.09,23.5,SM-50-P1,477300,2037635,3.86,-21.23
25.42,26,SM-50-P1,477300,2037635,3.86,-21.56
25.88,21.9,SM-50-P1,477300,2037635,3.86,-22.02
26.33,23.9,SM-50-P1,477300,2037635,3.86,-22.47
26.63,28.4,SM-50-P1,477300,2037635,3.86,-22.77
26.78,25.8,SM-50-P1,477300,2037635,3.86,-22.92
26.93,20.5,SM-50-P1,477300,2037635,3.86,-23.07
27.11,19.4,SM-50-P1,477300,2037635,3.86,-23.25
27.34,18.5,SM-50-P1,477300,2037635,3.86,-23.48
27.67,21.3,SM-50-P1,477300,2037635,3.86,-23.81
28.13,24.2,SM-50-P1,477300,2037635,3.86,-24.27
28.46,24.7,SM-50-P1,477300,2037635,3.86,-24.6
28.69,24.4,SM-50-P1,477300,2037635,3.86,-24.83
29.03,23.2,SM-50-P1,477300,2037635,3.86,-25.17
29.48,23.8,SM-50-P1,477300,2037635,3.86,-25.62
29.81,24.4,SM-50-P1,477300,2037635,3.86,-25.95
30.04,21.2,SM-50-P1,477300,2037635,3.86,-26.18
30.23,18.2,SM-50-P1,477300,2037635,3.86,-26.37
30.38,36.3,SM-50-P1,477300,2037635,3.86,-26.52
30.53,30.9,SM-50-P1,477300,2037635,3.86,-26.67
30.75,15.6,SM-50-P1,477300,2037635,3.86,-26.89
31.28,11.5,SM-50-P1,477300,2037635,3.86,-27.42
31.73,46.4,SM-50-P1,477300,2037635,3.86,-27.87
32.17,28.9,SM-50-P1,477300,2037635,3.86,-28.31
32.63,24.7,SM-50-P1,477300,2037635,3.86,-28.77
33.08,25.2,SM-50-P1,477300,2037635,3.86,-29.22
33.53,26.6,SM-50-P1,477300,2037635,3.86,-29.67
34.31,23.4,SM-50-P1,477300,2037635,3.86,-30.45
34.54,246,SM-50-P1,477300,2037635,3.86,-30.68
35.33,60.9,SM-50-P1,477300,2037635,3.86,-31.47
35.63,68.6,SM-50-P1,477300,2037635,3.86,-31.77
35.78,48.3,SM-50-P1,477300,2037635,3.86,-31.92
35.92,27.4,SM-50-P1,477300,2037635,3.86,-32.06
36.11,29.1,SM-50-P1,477300,2037635,3.86,-32.25
36.34,30.7,SM-50-P1,477300,2037635,3.86,-32.48
36.53,26.9,SM-50-P1,477300,2037635,3.86,-32.67
36.67,23.4,SM-50-P1,477300,2037635,3.86,-32.81
36.83,23.5,SM-50-P1,477300,2037635,3.86,-32.97
37.01,21,SM-50-P1,477300,2037635,3.86,-33.15
37.24,24.1,SM-50-P1,477300,2037635,3.86,-33.38
37.58,24.2,SM-50-P1,477300,2037635,3.86,-33.72
37.88,24.9,SM-50-P1,477300,2037635,3.86,-34.02
38.03,24,SM-50-P1,477300,2037635,3.86,-34.17
38.17,23.5,SM-50-P1,477300,2037635,3.86,-34.31
38.33,25.9,SM-50-P1,477300,2037635,3.86,-34.47
38.47,24.6,SM-50-P1,477300,2037635,3.86,-34.61
38.63,22.6,SM-50-P1,477300,2037635,3.86,-34.77
38.76,22.6,SM-50-P1,477300,2037635,3.86,-34.9
38.87,19.8,SM-50-P1,477300,2037635,3.86,-35.01
38.98,26.9,SM-50-P1,477300,2037635,3.86,-35.12
39.09,20.1,SM-50-P1,477300,2037635,3.86,-35.23
39.26,21.3,SM-50-P1,477300,2037635,3.86,-35.4
39.49,19.5,SM-50-P1,477300,2037635,3.86,-35.63
39.8,19,SM-50-P1,477300,2037635,3.86,-35.94
40.17,20.4,SM-50-P1,477300,2037635,3.86,-36.31
40.64,19.4,SM-50-P1,477300,2037635,3.86,-36.78
41.02,19.6,SM-50-P1,477300,2037635,3.86,-37.16
41.51,20.7,SM-50-P1,477300,2037635,3.86,-37.65
41.74,25,SM-50-P1,477300,2037635,3.86,-37.88
42.08,23.2,SM-50-P1,477300,2037635,3.86,-38.22
42.41,27.8,SM-50-P1,477300,2037635,3.86,-38.55
42.64,2.7,SM-50-P1,477300,2037635,3.86,-38.78
42.86,24.2,SM-50-P1,477300,2037635,3.86,-39
43.09,24.5,SM-50-P1,477300,2037635,3.86,-39.23
43.43,27.2,SM-50-P1,477300,2037635,3.86,-39.57
43.88,24.3,SM-50-P1,477300,2037635,3.86,-40.02
44.33,24.4,SM-50-P1,477300,2037635,3.86,-40.47
44.78,27.1,SM-50-P1,477300,2037635,3.86,-40.92
45.11,29.6,SM-50-P1,477300,2037635,3.86,-41.25
45.34,26.9,SM-50-P1,477300,2037635,3.86,-41.48
45.56,29.9,SM-50-P1,477300,2037635,3.86,-41.7
45.79,28,SM-50-P1,477300,2037635,3.86,-41.93
46.13,28.5,SM-50-P1,477300,2037635,3.86,-42.27
46.58,23.3,SM-50-P1,477300,2037635,3.86,-42.72
47.03,27.8,SM-50-P1,477300,2037635,3.86,-43.17
47.48,31,SM-50-P1,477300,2037635,3.86,-43.62
47.81,34.6,SM-50-P1,477300,2037635,3.86,-43.95
48.04,33.1,SM-50-P1,477300,2037635,3.86,-44.18
48.38,30.5,SM-50-P1,477300,2037635,3.86,-44.52
48.66,37.4,SM-50-P1,477300,2037635,3.86,-44.8
48.77,32.5,SM-50-P1,477300,2037635,3.86,-44.91
48.88,29.5,SM-50-P1,477300,2037635,3.86,-45.02
48.99,19.7,SM-50-P1,477300,2037635,3.86,-45.13
49.28,21.7,SM-50-P1,477300,2037635,3.86,-45.42
49.73,22.9,SM-50-P1,477300,2037635,3.86,-45.87
50.06,29.5,SM-50-P1,477300,2037635,3.86,-46.2
50.29,24.7,SM-50-P1,477300,2037635,3.86,-46.43
50.5,23.8,SM-50-P1,477300,2037635,3.86,-46.64
50.7,18.3,SM-50-P1,477300,2037635,3.86,-46.84
50.93,18.3,SM-50-P1,477300,2037635,3.86,-47.07
16.1,37,SM-46-P1,477751.46,2038302.66,3.66,-12.44
19.3,45,SM-46-P1,477751.46,2038302.66,3.66,-15.64
0.23,35.6,SM-23-P2,478975.93,2037540.89,2.13,1.9
0.68,40.5,SM-23-P2,478975.93,2037540.89,2.13,1.45
1.01,32.3,SM-23-P2,478975.93,2037540.89,2.13,1.12
1.24,22.2,SM-23-P2,478975.93,2037540.89,2.13,0.89
1.58,23.8,SM-23-P2,478975.93,2037540.89,2.13,0.55
1.91,23,SM-23-P2,478975.93,2037540.89,2.13,0.22
2.14,31.5,SM-23-P2,478975.93,2037540.89,2.13,-0.01
2.48,29.9,SM-23-P2,478975.93,2037540.89,2.13,-0.35
2.93,52.7,SM-23-P2,478975.93,2037540.89,2.13,-0.8
3.38,33,SM-23-P2,478975.93,2037540.89,2.13,-1.25
3.83,31.4,SM-23-P2,478975.93,2037540.89,2.13,-1.7
4.28,25.7,SM-23-P2,478975.93,2037540.89,2.13,-2.15
4.72,18.4,SM-23-P2,478975.93,2037540.89,2.13,-2.59
5.18,19.4,SM-23-P2,478975.93,2037540.89,2.13,-3.05
5.63,17.8,SM-23-P2,478975.93,2037540.89,2.13,-3.5
6.07,20.9,SM-23-P2,478975.93,2037540.89,2.13,-3.94
6.53,22.6,SM-23-P2,478975.93,2037540.89,2.13,-4.4
6.98,20.2,SM-23-P2,478975.93,2037540.89,2.13,-4.85
7.43,19.5,SM-23-P2,478975.93,2037540.89,2.13,-5.3
7.88,16.9,SM-23-P2,478975.93,2037540.89,2.13,-5.75
8.32,38.8,SM-23-P2,478975.93,2037540.89,2.13,-6.19
8.78,31.8,SM-23-P2,478975.93,2037540.89,2.13,-6.65
9.23,31,SM-23-P2,478975.93,2037540.89,2.13,-7.1
9.68,26.8,SM-23-P2,478975.93,2037540.89,2.13,-7.55
10.13,22.1,SM-23-P2,478975.93,2037540.89,2.13,-8
10.58,18.6,SM-23-P2,478975.93,2037540.89,2.13,-8.45
11.03,16.9,SM-23-P2,478975.93,2037540.89,2.13,-8.9
11.48,19.3,SM-23-P2,478975.93,2037540.89,2.13,-9.35
11.93,39.5,SM-23-P2,478975.93,2037540.89,2.13,-9.8
12.38,39.8,SM-23-P2,478975.93,2037540.89,2.13,-10.25
12.83,47.2,SM-23-P2,478975.93,2037540.89,2.13,-10.7
13.28,43.4,SM-23-P2,478975.93,2037540.89,2.13,-11.15
13.73,41.4,SM-23-P2,478975.93,2037540.89,2.13,-11.6
14.18,42.9,SM-23-P2,478975.93,2037540.89,2.13,-12.05
14.63,45.5,SM-23-P2,478975.93,2037540.89,2.13,-12.5
15.08,48,SM-23-P2,478975.93,2037540.89,2.13,-12.95
15.53,48.2,SM-23-P2,478975.93,2037540.89,2.13,-13.4
15.98,52.4,SM-23-P2,478975.93,2037540.89,2.13,-13.85
16.42,49.8,SM-23-P2,478975.93,2037540.89,2.13,-14.29
16.73,37.7,SM-23-P2,478975.93,2037540.89,2.13,-14.6
16.88,42.3,SM-23-P2,478975.93,2037540.89,2.13,-14.75
17.02,22,SM-23-P2,478975.93,2037540.89,2.13,-14.89
17.33,21.7,SM-23-P2,478975.93,2037540.89,2.13,-15.2
17.77,20.2,SM-23-P2,478975.93,2037540.89,2.13,-15.64
18.23,17,SM-23-P2,478975.93,2037540.89,2.13,-16.1
18.67,21.1,SM-23-P2,478975.93,2037540.89,2.13,-16.54
19.13,29,SM-23-P2,478975.93,2037540.89,2.13,-17
19.58,23.5,SM-23-P2,478975.93,2037540.89,2.13,-17.45
20.02,22.8,SM-23-P2,478975.93,2037540.89,2.13,-17.89
20.48,22.8,SM-23-P2,478975.93,2037540.89,2.13,-18.35
20.92,25.8,SM-23-P2,478975.93,2037540.89,2.13,-18.79
21.38,23.4,SM-23-P2,478975.93,2037540.89,2.13,-19.25
21.83,22.5,SM-23-P2,478975.93,2037540.89,2.13,-19.7
22.28,22.1,SM-23-P2,478975.93,2037540.89,2.13,-20.15
22.73,25.6,SM-23-P2,478975.93,2037540.89,2.13,-20.6
23.17,24.4,SM-23-P2,478975.93,2037540.89,2.13,-21.04
23.63,23.3,SM-23-P2,478975.93,2037540.89,2.13,-21.5
24.08,20.1,SM-23-P2,478975.93,2037540.89,2.13,-21.95
24.53,22.4,SM-23-P2,478975.93,2037540.89,2.13,-22.4
24.98,23.6,SM-23-P2,478975.93,2037540.89,2.13,-22.85
25.42,23.2,SM-23-P2,478975.93,2037540.89,2.13,-23.29
25.88,24.4,SM-23-P2,478975.93,2037540.89,2.13,-23.75
26.18,26.1,SM-23-P2,478975.93,2037540.89,2.13,-24.05
26.33,51,SM-23-P2,478975.93,2037540.89,2.13,-24.2
26.48,49,SM-23-P2,478975.93,2037540.89,2.13,-24.35
26.78,31.8,SM-23-P2,478975.93,2037540.89,2.13,-24.65
27.23,46.7,SM-23-P2,478975.93,2037540.89,2.13,-25.1
27.67,36.6,SM-23-P2,478975.93,2037540.89,2.13,-25.54
27.96,30.7,SM-23-P2,478975.93,2037540.89,2.13,-25.83
28.07,31.1,SM-23-P2,478975.93,2037540.89,2.13,-25.94
28.18,37.2,SM-23-P2,478975.93,2037540.89,2.13,-26.05
28.29,30.4,SM-23-P2,478975.93,2037540.89,2.13,-26.16
28.58,28.9,SM-23-P2,478975.93,2037540.89,2.13,-26.45
29.03,28.9,SM-23-P2,478975.93,2037540.89,2.13,-26.9
29.48,30.8,SM-23-P2,478975.93,2037540.89,2.13,-27.35
29.92,26.4,SM-23-P2,478975.93,2037540.89,2.13,-27.79
30.38,29.4,SM-23-P2,478975.93,2037540.89,2.13,-28.25
30.83,27.5,SM-23-P2,478975.93,2037540.89,2.13,-28.7
31.28,26.7,SM-23-P2,478975.93,2037540.89,2.13,-29.15
31.73,26.4,SM-23-P2,478975.93,2037540.89,2.13,-29.6
32.17,25.9,SM-23-P2,478975.93,2037540.89,2.13,-30.04
32.63,34.1,SM-23-P2,478975.93,2037540.89,2.13,-30.5
32.96,40.1,SM-23-P2,478975.93,2037540.89,2.13,-30.83
33.19,23.7,SM-23-P2,478975.93,2037540.89,2.13,-31.06
33.53,26.7,SM-23-P2,478975.93,2037540.89,2.13,-31.4
33.98,23.1,SM-23-P2,478975.93,2037540.89,2.13,-31.85
34.42,22,SM-23-P2,478975.93,2037540.89,2.13,-32.29
34.88,23,SM-23-P2,478975.93,2037540.89,2.13,-32.75
35.21,17.7,SM-23-P2,478975.93,2037540.89,2.13,-33.08
