Sondeo,N,X,Y,Z
SM-51-P1,29,477639.95,2037631.92,-56.55
SM-36-P2,29,478362.19,2036503.28,2.195
SM-36-P2,29,478362.19,2036503.28,-21.205
SM-36-P2,29,478362.19,2036503.28,-31.105
SM-10-B2,29,480515.3,2036275.1,-8.33
SM-10-B2,29,480515.3,2036275.1,-18.005
SM-10-B2,29,480515.3,2036275.1,-29.03
SM-07-B1,29,477905.7673,2036203.22,-20.7414
SM-55-P2,29,479329.18,2037687.79,-22.99
SM-55-P2,29,479329.18,2037687.79,-23.665
SM-55-P2,29,479329.18,2037687.79,-23.89
SM-55-P2,29,479329.18,2037687.79,-24.115
SM-55-P2,29,479329.18,2037687.79,-36.265
SM-55-P2,29,479329.18,2037687.79,-38.065
SM-55-P2,29,479329.18,2037687.79,-44.815
SM-25-P2,29,479793.28,2037531.65,0.85
SM-25-P2,29,479793.28,2037531.65,-21.2
SM-10-B1,29,477226.3,2037121.54,-7.325
SM-10-B1,29,477226.3,2037121.54,-8
SM-10-B1,29,477226.3,2037121.54,-8.45
SM-53-P2,29,478414.1,2037512.4,-22.415
SM-53-P2,29,478414.1,2037512.4,-23.09
SM-53-P2,29,478414.1,2037512.4,-24.215
SM-53-P2,29,478414.1,2037512.4,-25.565
SM-53-P2,29,478414.1,2037512.4,-27.365
SM-53-P2,29,478414.1,2037512.4,-33.89
SM-53-P2,29,478414.1,2037512.4,-34.79
SM-14-P2,29,479685.63,2037378.89,-27.435
SM-14-P2,29,479685.63,2037378.89,-28.56
SM-14-P2,29,479685.63,2037378.89,-38.235
SM-14-P2,29,479685.63,2037378.89,-40.035
SM-14-P2,29,479685.63,2037378.89,-41.835
SM-37-P2,29,479213.08,2036499.92,-15.61
SM-37-P2,29,479213.08,2036499.92,-16.06
SM-37-P2,29,479213.08,2036499.92,-21.01
SM-37-P2,29,479213.08,2036499.92,-29.785
SM-44-P1,29,477193.08,2038327.98,3.275
SM-44-P1,29,477189.844,2038327.449,3.225
SM-44-P1,29,477193.08,2038327.98,-7.3
SM-44-P1,29,477189.844,2038327.449,-7.35
SM-44-P1,29,477193.08,2038327.98,-7.975
SM-44-P1,29,477189.844,2038327.449,-8.025
SM-44-P1,29,477193.08,2038327.98,-13.375
SM-44-P1,29,477189.844,2038327.449,-13.425
SM-44-P1,29,477193.08,2038327.98,-27.775
SM-44-P1,29,477189.844,2038327.449,-27.825
SM-28 P2,29,,,-31.05
SM-28 P2,29,,,-41.85
SM-20-P1,29,477576.5,2038152.22,-2.565
SM-20-P1,29,477574.978,2038153.565,-2.635
SM-20-P1,29,477576.5,2038152.22,-7.29
SM-20-P1,29,477574.978,2038153.565,-7.36
SM-69-P2,29,478614.71,2036398.52,-21.565
SM-69-P2,29,478614.71,2036398.52,-23.815
SM-69-P2,29,478614.71,2036398.52,-27.865
SM-69-P2,29,478614.71,2036398.52,-31.015
SM-57-P1,29,477640.14,2037208.59,-19.8
SM-57-P1,29,477640.14,2037208.59,-38.025
SM-57-P1,29,477640.14,2037208.59,-38.925
SM-74-P3,29,480593.73,2036997.8,-42.485
SM-74-P3,29,480593.73,2036997.8,-43.61
SM-74-P3,29,480593.73,2036997.8,-44.285
SM-74-P3,29,480593.73,2036997.8,-45.635
SM-42-P1,29,477982.94,2038550.48,-0.895
SM-42-P1,29,477982.94,2038550.48,-1.12
SM-42-P1,29,477982.94,2038550.48,-1.345
SM-42-P1,29,477982.94,2038550.48,-2.92
SM-42-P1,29,477982.94,2038550.48,-5.845
SM-42-P1,29,477982.94,2038550.48,-13.045
SM-42-P1,29,477982.94,2038550.48,-13.72
SM-42-P1,29,477982.94,2038550.48,-18.445
SM-38-P2,29,479622.12,2036497.16,-30.185
SM-63-P1,29,477393.97,2036611.25,-13.915
SM-63-P1,29,477393.97,2036611.25,-15.04
SM-63-P1,29,477393.97,2036611.25,-37.765
SM-63-P1,29,477393.97,2036611.25,-39.115
SM-63-P1,29,477393.97,2036611.25,-44.74
SM-09-B2,29,480263.7,2036758.9,-4.805
SM-09-B2,29,480263.7,2036758.9,-14.705
SM-09-B2,29,480263.7,2036758.9,-16.28
SM-09-B2,29,480263.7,2036758.9,-19.205
SM-76-P3,29,481243.38,2036665.86,5.135
SM-76-P3,29,481243.38,2036665.86,-19.165
SM-29-P2,29,479601.03,2037189.73,-22.53
SM-29-P2,29,479601.03,2037189.73,-33.555
SM-22-P2,29,478599.1,2037541.17,-29.765
SM-15-P2,29,479132.63,2036864.69,-15.84
SM-21-P3,28.5,481503.78,2037018.87,-32.16
SM-21-P3,28.5,481503.78,2037018.87,-34.41
SM-21-P3,28.5,481503.78,2037018.87,-45.21
SM-26-P2,28.5,478399.31,2037192.67,-41.64
SM-34-P2,28.5,479861.49,2036907.43,-43.34
SM-40-P1,28.5,477608.176,2038623.913,-4.48
SM-40-P1,28.5,477608.176,2038623.913,-6.73
SM-03-B1,28.5,479599.92,2035977.75,-15.81
SM-41-P1,28.5,477763.79,2038599.78,-6.62
SM-32-P2,28.5,479000.45,2036846.64,-15.69
SM-65-P1,28.5,477374.93,2036265.02,3.16
SM-65-P1,28.5,477374.93,2036265.02,-5.39
SM-65-P1,28.5,477374.93,2036265.02,-19.34
SM-65-P1,28.5,477374.93,2036265.02,-31.49
SM-48-P1,28.5,477235.12,2038040.99,-29.09
SM-68 P2,28.5,,,-28.8
SM-39-P2,28.5,480204.54,2036551.45,-25.78
SM-33-P2,28.5,479399.9,2036846.79,-16.11
SM-33-P2,28.5,479399.9,2036846.79,-20.16
SM-61-P1,28.5,478033.23,2036869.83,-7.66
SM-61-P1,28.5,478033.23,2036869.83,-19.36
SM-61-P1,28.5,478033.23,2036869.83,-20.26
SM-24-P2,28.5,479387.3,2037585.89,-16.1
SM-24-P2,28.5,479387.3,2037585.89,-22.85
SM-31-P2,28.5,478600.11,2036846.19,-34.77
SM-31-P2,28.5,478600.11,2036846.19,-36.57
SM-31-P2,28.5,478600.11,2036846.19,-39.27
SM-31-P2,28.5,478600.11,2036846.19,-41.97
SM-59-P1,28.5,477834.91,2037045.31,-18.33
SM-59-P1,28.5,477834.91,2037045.31,-35.88
SM-105-P2,28.5,,,-27
SM-105-P2,28.5,,,-30.15
SM-105-P2,28.5,,,-34.2
SM-105-P2,28.5,,,-39.6
SM-105-P2,28.5,,,-54
SM-105-P2,28.5,,,-94.05
SM-105-P2,28.5,,,-103.5
SM-105-P2,28.5,,,-111.15
SM-45-P1,28.5,477444.49,2038334.58,-15.91
SM-45-P1,28.5,477444.49,2038334.58,-18.16
SM-18-P1,28.5,477502.42,2036933.38,-53.22
SM-62 P2,28.5,,,-23.4
SM-72-P2,28.5,479543.59,2036219.22,-20.41
SM-02-B1,28.5,479959.6533,2036162.012,-20.506
SM-19-P1,28.5,477471.6,2036261.55,-17.07
SM-51-P1,28.5,477639.95,2037631.92,-51.6
SM-51-P1,28.5,477639.95,2037631.92,-52.05
SM-51-P1,28.5,477639.95,2037631.92,-57
SM-36-P2,28.5,478362.19,2036503.28,-20.98
SM-36-P2,28.5,478362.19,2036503.28,-24.13
SM-07-B1,28.5,477905.7673,2036203.22,-18.2664
SM-07-B1,28.5,477905.7673,2036203.22,-23.6664
SM-55-P2,28.5,479329.18,2037687.79,-24.79
SM-25-P2,28.5,479793.28,2037531.65,-14
SM-25-P2,28.5,479793.28,2037531.65,-14.45
SM-25-P2,28.5,479793.28,2037531.65,-21.65
SM-66-P1,28.5,477629.99,2036277.02,-25.44
SM-10-B1,28.5,477226.3,2037121.54,-7.55
SM-53-P2,28.5,478414.1,2037512.4,-22.19
SM-53-P2,28.5,478414.1,2037512.4,-31.19
SM-53-P2,28.5,478414.1,2037512.4,-32.99
SM-53-P2,28.5,478414.1,2037512.4,-39.74
SM-14-P2,28.5,479685.63,2037378.89,-62.31
SM-37-P2,28.5,479213.08,2036499.92,-27.31
SM-37-P2,28.5,479213.08,2036499.92,-28.21
SM-44-P1,28.5,477193.08,2038327.98,3.5
SM-44-P1,28.5,477189.844,2038327.449,3.45
SM-70-P3,28.5,481498.09,2036695.19,-7.83
SM-07-B2,28.5,,,-23.85
SM-01-B1,28.5,480286.37,2036030.34,-6.78
SM-20-P1,28.5,477576.5,2038152.22,-1.89
SM-20-P1,28.5,477574.978,2038153.565,-1.96
SM-69-P2,28.5,478614.71,2036398.52,-20.89
SM-69-P2,28.5,478614.71,2036398.52,-27.19
SM-69-P2,28.5,478614.71,2036398.52,-31.24
SM-74-P3,28.5,480593.73,2036997.8,-45.41
SM-63-P1,28.5,477393.97,2036611.25,-22.69
SM-63-P1,28.5,477393.97,2036611.25,-38.89
SM-21-P3,28,481503.78,2037018.87,-31.71
SM-21-P3,28,481503.78,2037018.87,-32.385
SM-21-P3,28,481503.78,2037018.87,-32.61
SM-21-P3,28,481503.78,2037018.87,-32.835
SM-21-P3,28,481503.78,2037018.87,-58.485
SM-26-P2,28,478399.31,2037192.67,-29.265
SM-26-P2,28,478399.31,2037192.67,-30.615
SM-26-P2,28,478399.31,2037192.67,-31.965
SM-26-P2,28,478399.31,2037192.67,-33.315
SM-26-P2,28,478399.31,2037192.67,-33.99
SM-26-P2,28,478399.31,2037192.67,-34.665
SM-26-P2,28,478399.31,2037192.67,-41.415
SM-26-P2,28,478399.31,2037192.67,-48.615
SM-26-P2,28,478399.31,2037192.67,-59.64
SM-34-P2,28,479861.49,2036907.43,-41.315
SM-12-B1,28,477096.67,2038479.67,-6.72
SM-40-P1,28,477608.176,2038623.913,-6.955
SM-40-P1,28,477608.176,2038623.913,-7.18
SM-40-P1,28,477608.176,2038623.913,-7.405
SM-40-P1,28,477608.176,2038623.913,-9.205
SM-40-P1,28,477608.176,2038623.913,-33.955
SM-40-P1,28,477608.176,2038623.913,-37.105
SM-03-B1,28,479599.92,2035977.75,-20.985
SM-11-B1,28,477167.57,2037681.46,3.655
SM-41-P1,28,477763.79,2038599.78,-0.995
SM-41-P1,28,477763.79,2038599.78,-22.145
SM-41-P1,28,477763.79,2038599.78,-32.495
SM-41-P1,28,477763.79,2038599.78,-32.72
SM-41-P1,28,477763.79,2038599.78,-32.945
SM-32-P2,28,479000.45,2036846.64,-8.715
SM-32-P2,28,479000.45,2036846.64,-26.04
SM-32-P2,28,479000.45,2036846.64,-28.965
SM-32-P2,28,479000.45,2036846.64,-31.44
SM-32-P2,28,479000.45,2036846.64,-31.89
SM-65-P1,28,477374.93,2036265.02,-17.09
SM-65-P1,28,477374.93,2036265.02,-31.265
SM-65-P1,28,477374.93,2036265.02,-33.515
SM-48-P1,28,477235.12,2038040.99,2.185
SM-48-P1,28,477235.12,2038040.99,1.285
SM-48-P1,28,477235.12,2038040.99,-0.065
SM-48-P1,28,477235.12,2038040.99,-7.94
SM-48-P1,28,477235.12,2038040.99,-29.99
SM-30-P2,28,480015.16,2037202.47,-20.39
SM-73-P2,28,480177.03,2036206.51,-26.275
SM-68 P2,28,,,-21.15
SM-68 P2,28,,,-21.825
SM-68 P2,28,,,-29.025
SM-58-P1,28,478010.84,2037201.06,-8.325
SM-58-P1,28,478010.84,2037201.06,-17.775
SM-39-P2,28,480204.54,2036551.45,-17.455
SM-39-P2,28,480204.54,2036551.45,-25.555
SM-16-P2,28,478795.23,2036506.72,-26.255
SM-54-P2,28,478894.52,2037846.9,-21.705
SM-54-P2,28,478894.52,2037846.9,-22.605
SM-54-P2,28,478894.52,2037846.9,-26.205
SM-54-P2,28,478894.52,2037846.9,-29.355
SM-54-P2,28,478894.52,2037846.9,-29.58
SM-54-P2,28,478894.52,2037846.9,-29.805
SM-33-P2,28,479399.9,2036846.79,-15.66
SM-33-P2,28,479399.9,2036846.79,-16.56
SM-33-P2,28,479399.9,2036846.79,-18.135
SM-33-P2,28,479399.9,2036846.79,-19.71
SM-33-P2,28,479399.9,2036846.79,-21.735
SM-33-P2,28,479399.9,2036846.79,-26.235
SM-33-P2,28,479399.9,2036846.79,-30.285
SM-61-P1,28,478033.23,2036869.83,-7.885
SM-61-P1,28,478033.23,2036869.83,-19.81
SM-24-P2,28,479387.3,2037585.89,-16.775
SM-24-P2,28,479387.3,2037585.89,-17.45
SM-24-P2,28,479387.3,2037585.89,-19.025
SM-04-B2,28,478139.21,2037614.8,-15.745
SM-50-P1,28,477300,2037635,-0.19
SM-50-P1,28,477300,2037635,-32.815
SM-31-P2,28,478600.11,2036846.19,-21.72
SM-31-P2,28,478600.11,2036846.19,-34.545
SM-31-P2,28,478600.11,2036846.19,-39.495
SM-27-P2,28,478831.45,2037198.64,-17.8
SM-27-P2,28,478831.45,2037198.64,-18.25
SM-27-P2,28,478831.45,2037198.64,-27.025
SM-59-P1,28,477834.91,2037045.31,-5.73
SM-59-P1,28,477834.91,2037045.31,-18.555
SM-59-P1,28,477834.91,2037045.31,-19.455
SM-59-P1,28,477834.91,2037045.31,-29.805
SM-23-P2,28,478975.93,2037540.89,-24.42
SM-23-P2,28,478975.93,2037540.89,-30.72
SM-105-P2,28,,,-24.975
SM-105-P2,28,,,-36.225
SM-105-P2,28,,,-40.725
SM-105-P2,28,,,-42.75
SM-105-P2,28,,,-68.175
SM-105-P2,28,,,-91.35
SM-105-P2,28,,,-106.875
SM-105-P2,28,,,-108.225
SM-105-P2,28,,,-119.475
SM-49-P1,28,477572.34,2038055.4,-7.355
SM-49-P1,28,477572.34,2038055.4,-19.955
SM-49-P1,28,477572.34,2038055.4,-23.105
SM-49-P1,28,477572.34,2038055.4,-26.705
SM-04-B1,28,479321.627,2036184.495,-20.2495
SM-45-P1,28,477444.49,2038334.58,2.99
SM-45-P1,28,477444.49,2038334.58,-6.235
SM-45-P1,28,477444.49,2038334.58,-10.735
SM-45-P1,28,477444.49,2038334.58,-12.31
SM-45-P1,28,477444.49,2038334.58,-34.81
SM-45-P1,28,477444.49,2038334.58,-36.385
SM-17-P2,28,479997.31,2036524.08,-7.105
SM-17-P2,28,479997.31,2036524.08,-21.505
SM-17-P2,28,479997.31,2036524.08,-24.205
SM-17-P2,28,479997.31,2036524.08,-36.13
SM-17-P2,28,479997.31,2036524.08,-70.555
SM-60-P1,28,477583.84,2036816.3,-21.205
SM-18-P1,28,477502.42,2036933.38,-19.245
SM-18-P1,28,477502.42,2036933.38,-26.445
SM-18-P1,28,477502.42,2036933.38,-26.67
SM-18-P1,28,477502.42,2036933.38,-26.895
SM-18-P1,28,477502.42,2036933.38,-28.02
SM-67-P1,28,477857.4,2036377.24,-21.995
SM-67-P1,28,477857.4,2036377.24,-30.32
SM-67-P1,28,477857.4,2036377.24,-32.795
SM-67-P1,28,477857.4,2036377.24,-45.62
SM-35 P2,28,,,-29.925
SM-62 P2,28,,,-5.625
SM-62 P2,28,,,-6.975
SM-62 P2,28,,,-38.025
SM-72-P2,28,479543.59,2036219.22,-4.885
SM-72-P2,28,479543.59,2036219.22,-18.16
SM-02-B1,28,479959.6533,2036162.012,-8.581
SM-02-B1,28,479959.6533,2036162.012,-20.281
SM-51-P1,28,477639.95,2037631.92,-1.875
SM-51-P1,28,477639.95,2037631.92,-21.45
SM-51-P1,28,477639.95,2037631.92,-28.875
SM-51-P1,28,477639.95,2037631.92,-33.15
SM-51-P1,28,477639.95,2037631.92,-50.025
SM-51-P1,28,477639.95,2037631.92,-50.7
SM-51-P1,28,477639.95,2037631.92,-51.825
SM-51-P1,28,477639.95,2037631.92,-52.5
SM-36-P2,28,478362.19,2036503.28,-16.705
SM-36-P2,28,478362.19,2036503.28,-16.93
SM-36-P2,28,478362.19,2036503.28,-17.155
SM-36-P2,28,478362.19,2036503.28,-18.955
SM-36-P2,28,478362.19,2036503.28,-20.755
SM-36-P2,28,478362.19,2036503.28,-26.155
SM-36-P2,28,478362.19,2036503.28,-28.855
SM-10-B2,28,480515.3,2036275.1,-6.755
SM-10-B2,28,480515.3,2036275.1,-7.655
SM-07-B1,28,477905.7673,2036203.22,-7.0164
SM-55-P2,28,479329.18,2037687.79,-16.24
SM-55-P2,28,479329.18,2037687.79,-19.39
SM-55-P2,28,479329.18,2037687.79,-22.09
SM-55-P2,28,479329.18,2037687.79,-31.09
SM-06-B1,28,478330.36,2036080.3,-18.105
SM-06-B1,28,478330.36,2036080.3,-18.33
SM-06-B1,28,478330.36,2036080.3,-18.555
SM-66-P1,28,477629.99,2036277.02,-20.04
SM-52-P1,28,478098.81,2037573.26,-3.905
SM-52-P1,28,478098.81,2037573.26,-17.405
SM-52-P1,28,478098.81,2037573.26,-19.205
SM-10-B1,28,477226.3,2037121.54,-7.775
SM-10-B1,28,477226.3,2037121.54,-8.675
SM-10-B1,28,477226.3,2037121.54,-10.925
SM-53-P2,28,478414.1,2037512.4,-21.965
SM-53-P2,28,478414.1,2037512.4,-47.165
SM-53-P2,28,478414.1,2037512.4,-51.215
SM-14-P2,28,479685.63,2037378.89,-38.46
SM-14-P2,28,479685.63,2037378.89,-39.81
SM-14-P2,28,479685.63,2037378.89,-41.61
SM-14-P2,28,479685.63,2037378.89,-64.11
SM-14-P2,28,479685.63,2037378.89,-71.535
SM-37-P2,28,479213.08,2036499.92,-14.935
SM-37-P2,28,479213.08,2036499.92,-29.11
SM-44-P1,28,477193.08,2038327.98,3.725
SM-44-P1,28,477189.844,2038327.449,3.675
SM-44-P1,28,477193.08,2038327.98,-8.65
SM-44-P1,28,477189.844,2038327.449,-8.7
SM-44-P1,28,477193.08,2038327.98,-27.1
SM-44-P1,28,477189.844,2038327.449,-27.15
SM-70-P3,28,481498.09,2036695.19,-3.555
SM-70-P3,28,481498.09,2036695.19,-8.28
SM-47-P1,28,478006.01,2038293.04,8.905
SM-47-P1,28,478006.01,2038293.04,2.155
SM-28 P2,28,,,-16.2
SM-28 P2,28,,,-20.025
SM-28 P2,28,,,-24.525
SM-28 P2,28,,,-42.975
SM-07-B2,28,,,-22.05
SM-07-B2,28,,,-25.875
SM-01-B1,28,480286.37,2036030.34,-9.705
SM-20-P1,28,477576.5,2038152.22,-0.765
SM-20-P1,28,477574.978,2038153.565,-0.835
SM-20-P1,28,477576.5,2038152.22,-7.065
SM-20-P1,28,477574.978,2038153.565,-7.135
SM-20-P1,28,477576.5,2038152.22,-10.89
SM-20-P1,28,477574.978,2038153.565,-10.96
SM-20-P1,28,477576.5,2038152.22,-15.84
SM-20-P1,28,477574.978,2038153.565,-15.91
SM-20-P1,28,477576.5,2038152.22,-32.715
SM-20-P1,28,477574.978,2038153.565,-32.785
SM-69-P2,28,478614.71,2036398.52,-19.315
SM-69-P2,28,478614.71,2036398.52,-31.465
SM-57-P1,28,477640.14,2037208.59,2.25
SM-57-P1,28,477640.14,2037208.59,-37.8
SM-74-P3,28,480593.73,2036997.8,-30.335
SM-74-P3,28,480593.73,2036997.8,-44.06
SM-74-P3,28,480593.73,2036997.8,-44.51
SM-74-P3,28,480593.73,2036997.8,-45.185
SM-42-P1,28,477982.94,2038550.48,-3.145
SM-42-P1,28,477982.94,2038550.48,-14.845
SM-63-P1,28,477393.97,2036611.25,-34.165
SM-63-P1,28,477393.97,2036611.25,-34.39
SM-63-P1,28,477393.97,2036611.25,-34.615
SM-63-P1,28,477393.97,2036611.25,-35.29
SM-63-P1,28,477393.97,2036611.25,-38.665
SM-63-P1,28,477393.97,2036611.25,-40.69
SM-75-P1,28,477626.74,2037421.93,-22.885
SM-75-P1,28,477626.74,2037421.93,-23.785
SM-75-P1,28,477626.74,2037421.93,-37.285
SM-09-B2,28,480263.7,2036758.9,-15.605
SM-09-B2,28,480263.7,2036758.9,-19.43
SM-29-P2,28,479601.03,2037189.73,-22.755
SM-29-P2,28,479601.03,2037189.73,-40.755
SM-15-P2,28,479132.63,2036864.69,-14.49
SM-15-P2,28,479132.63,2036864.69,-17.415
SM-26-P2,27.5,478399.31,2037192.67,-27.69
SM-26-P2,27.5,478399.31,2037192.67,-42.99
SM-26-P2,27.5,478399.31,2037192.67,-51.99
SM-34-P2,27.5,479861.49,2036907.43,-38.39
SM-12-B1,27.5,477096.67,2038479.67,-22.92
SM-40-P1,27.5,477608.176,2038623.913,-3.13
SM-40-P1,27.5,477608.176,2038623.913,-9.43
SM-41-P1,27.5,477763.79,2038599.78,-7.97
SM-41-P1,27.5,477763.79,2038599.78,-33.62
SM-32-P2,27.5,479000.45,2036846.64,-29.19
SM-65-P1,27.5,477374.93,2036265.02,-22.94
SM-48-P1,27.5,477235.12,2038040.99,0.16
SM-73-P2,27.5,480177.03,2036206.51,-17.95
SM-58-P1,27.5,478010.84,2037201.06,-17.55
SM-54-P2,27.5,478894.52,2037846.9,-26.88
SM-33-P2,27.5,479399.9,2036846.79,-13.41
SM-61-P1,27.5,478033.23,2036869.83,-4.51
SM-31-P2,27.5,478600.11,2036846.19,-18.12
SM-31-P2,27.5,478600.11,2036846.19,-35.22
SM-31-P2,27.5,478600.11,2036846.19,-37.47
SM-105-P2,27.5,,,-32.4
SM-105-P2,27.5,,,-70.65
SM-49-P1,27.5,477572.34,2038055.4,-23.33
SM-04-B1,27.5,479321.627,2036184.495,-19.1245
SM-17-P2,27.5,479997.31,2036524.08,-57.28
SM-17-P2,27.5,479997.31,2036524.08,-70.33
SM-08-B2,27.5,480108.48,2037238.9,-26.6
SM-18-P1,27.5,477502.42,2036933.38,-24.42
SM-18-P1,27.5,477502.42,2036933.38,-44.67
SM-18-P1,27.5,477502.42,2036933.38,-46.47
SM-67-P1,27.5,477857.4,2036377.24,-43.82
SM-35 P2,27.5,,,-19.8
SM-35 P2,27.5,,,-24.3
SM-35 P2,27.5,,,-33.75
SM-62 P2,27.5,,,-22.05
SM-02-B1,27.5,479959.6533,2036162.012,-20.956
SM-51-P1,27.5,477639.95,2037631.92,-49.8
SM-51-P1,27.5,477639.95,2037631.92,-51.15
SM-36-P2,27.5,478362.19,2036503.28,-21.43
SM-36-P2,27.5,478362.19,2036503.28,-25.93
SM-10-B2,27.5,480515.3,2036275.1,-34.43
SM-55-P2,27.5,479329.18,2037687.79,-25.69
SM-06-B1,27.5,478330.36,2036080.3,-19.68
SM-52-P1,27.5,478098.81,2037573.26,-12.68
SM-53-P2,27.5,478414.1,2037512.4,-26.69
SM-53-P2,27.5,478414.1,2037512.4,-30.74
SM-53-P2,27.5,478414.1,2037512.4,-37.49
SM-14-P2,27.5,479685.63,2037378.89,-42.06
SM-14-P2,27.5,479685.63,2037378.89,-44.31
SM-44-P1,27.5,477193.08,2038327.98,-27.55
SM-44-P1,27.5,477189.844,2038327.449,-27.6
SM-47-P1,27.5,478006.01,2038293.04,8.23
SM-47-P1,27.5,478006.01,2038293.04,7.33
SM-47-P1,27.5,478006.01,2038293.04,-19.67
SM-07-B2,27.5,,,-24.75
SM-01-B1,27.5,480286.37,2036030.34,-9.48
SM-20-P1,27.5,477576.5,2038152.22,-3.24
SM-20-P1,27.5,477574.978,2038153.565,-3.31
SM-20-P1,27.5,477576.5,2038152.22,-16.29
SM-20-P1,27.5,477574.978,2038153.565,-16.36
SM-20-P1,27.5,477576.5,2038152.22,-16.74
SM-20-P1,27.5,477574.978,2038153.565,-16.81
SM-74-P3,27.5,480593.73,2036997.8,-31.91
SM-74-P3,27.5,480593.73,2036997.8,-42.26
SM-74-P3,27.5,480593.73,2036997.8,-44.96
SM-42-P1,27.5,477982.94,2038550.48,-23.62
SM-09-B2,27.5,480263.7,2036758.9,-15.83
SM-76-P3,27.5,481243.38,2036665.86,-38.74
SM-22-P2,27.5,478599.1,2037541.17,-29.99
SM-21-P3,27,481503.78,2037018.87,-31.485
SM-21-P3,27,481503.78,2037018.87,-34.185
SM-21-P3,27,481503.78,2037018.87,-41.385
SM-21-P3,27,481503.78,2037018.87,-44.985
SM-26-P2,27,478399.31,2037192.67,-33.09
SM-26-P2,27,478399.31,2037192.67,-33.54
SM-26-P2,27,478399.31,2037192.67,-34.89
SM-26-P2,27,478399.31,2037192.67,-36.015
SM-26-P2,27,478399.31,2037192.67,-37.365
SM-26-P2,27,478399.31,2037192.67,-44.565
SM-34-P2,27,479861.49,2036907.43,-19.715
SM-34-P2,27,479861.49,2036907.43,-40.19
SM-12-B1,27,477096.67,2038479.67,1.155
SM-40-P1,27,477608.176,2038623.913,-9.655
SM-11-B1,27,477167.57,2037681.46,-2.42
SM-41-P1,27,477763.79,2038599.78,-17.195
SM-41-P1,27,477763.79,2038599.78,-33.17
SM-32-P2,27,479000.45,2036846.64,-19.065
SM-32-P2,27,479000.45,2036846.64,-29.415
SM-32-P2,27,479000.45,2036846.64,-31.215
SM-32-P2,27,479000.45,2036846.64,-32.115
SM-65-P1,27,477374.93,2036265.02,2.035
SM-65-P1,27,477374.93,2036265.02,-6.515
SM-65-P1,27,477374.93,2036265.02,-17.765
SM-65-P1,27,477374.93,2036265.02,-31.04
SM-48-P1,27,477235.12,2038040.99,0.385
SM-48-P1,27,477235.12,2038040.99,-1.865
SM-48-P1,27,477235.12,2038040.99,-5.69
SM-48-P1,27,477235.12,2038040.99,-9.29
SM-48-P1,27,477235.12,2038040.99,-29.315
SM-48-P1,27,477235.12,2038040.99,-29.54
SM-48-P1,27,477235.12,2038040.99,-29.765
SM-73-P2,27,480177.03,2036206.51,-17.5
SM-68 P2,27,,,-33.975
SM-58-P1,27,478010.84,2037201.06,-11.025
SM-58-P1,27,478010.84,2037201.06,-17.325
SM-39-P2,27,480204.54,2036551.45,-17.23
SM-54-P2,27,478894.52,2037846.9,-21.48
SM-54-P2,27,478894.52,2037846.9,-27.33
SM-54-P2,27,478894.52,2037846.9,-28.23
SM-33-P2,27,479399.9,2036846.79,-16.335
SM-33-P2,27,479399.9,2036846.79,-20.835
SM-33-P2,27,479399.9,2036846.79,-29.61
SM-33-P2,27,479399.9,2036846.79,-30.51
SM-61-P1,27,478033.23,2036869.83,-26.11
SM-24-P2,27,479387.3,2037585.89,-16.55
SM-04-B2,27,478139.21,2037614.8,-3.145
SM-50-P1,27,477300,2037635,-13.915
SM-50-P1,27,477300,2037635,-18.19
SM-50-P1,27,477300,2037635,-27.865
SM-31-P2,27,478600.11,2036846.19,-7.995
SM-31-P2,27,478600.11,2036846.19,-20.145
SM-31-P2,27,478600.11,2036846.19,-36.795
SM-27-P2,27,478831.45,2037198.64,-16
SM-27-P2,27,478831.45,2037198.64,-19.825
SM-27-P2,27,478831.45,2037198.64,-27.25
SM-23-P2,27,478975.93,2037540.89,-25.095
SM-23-P2,27,478975.93,2037540.89,-30.945
SM-105-P2,27,,,-20.025
SM-105-P2,27,,,-25.65
SM-105-P2,27,,,-28.35
SM-105-P2,27,,,-30.375
SM-105-P2,27,,,-31.95
SM-105-P2,27,,,-33.075
SM-105-P2,27,,,-34.875
SM-105-P2,27,,,-39.825
SM-105-P2,27,,,-42.975
SM-105-P2,27,,,-45.45
SM-105-P2,27,,,-47.475
SM-105-P2,27,,,-56.25
SM-105-P2,27,,,-66.375
SM-105-P2,27,,,-109.8
SM-105-P2,27,,,-113.175
SM-105-P2,27,,,-113.4
SM-105-P2,27,,,-113.625
SM-49-P1,27,477572.34,2038055.4,-7.58
SM-49-P1,27,477572.34,2038055.4,-23.555
SM-04-B1,27,479321.627,2036184.495,-22.4995
SM-45-P1,27,477444.49,2038334.58,-26.485
SM-17-P2,27,479997.31,2036524.08,-14.98
SM-17-P2,27,479997.31,2036524.08,-16.555
SM-17-P2,27,479997.31,2036524.08,-21.28
SM-17-P2,27,479997.31,2036524.08,-42.205
SM-17-P2,27,479997.31,2036524.08,-70.105
SM-08-B2,27,480108.48,2037238.9,-29.975
SM-18-P1,27,477502.42,2036933.38,-17.445
SM-18-P1,27,477502.42,2036933.38,-19.47
SM-18-P1,27,477502.42,2036933.38,-29.145
SM-18-P1,27,477502.42,2036933.38,-45.12
SM-09-B1,9,477265.19,2036624.23,-5.965
SM-67-P1,27,477857.4,2036377.24,-39.545
SM-67-P1,27,477857.4,2036377.24,-40.445
